Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9994	0.0972	0.5163	0.3372	0.3241	0.8223	0.4417	0.9203	0.6920	0.9120	0.4305
sample28_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9961	0.3805	0.0945	0.7326	0.4242	0.2208	0.5957	0.8350	0.5123	0.8579	0.6862
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0736	0.3589	0.7326	0.1530	0.4112	0.3208	0.4242	1.0000	0.1743	0.0000
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0893	0.2511	0.4070	0.2086	0.2386	0.5818	0.8869	0.4134	0.8493	0.4304
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.9995	0.0888	0.2721	0.0000	0.2935	0.5025	0.9703	0.9050	0.0110	0.9122	0.4783
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0147	0.2540	0.7326	0.3129	0.3122	0.5751	0.1144	0.1265	0.0135	0.7114
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.1056	0.2758	1.0000	0.2128	0.2284	0.4748	0.2938	0.1481	0.1621	0.3572
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9992	0.1487	0.3252	0.7326	0.2615	0.3782	0.5027	0.4366	0.5997	0.6145	0.3650
sample35_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0683	0.3127	0.7326	0.5424	0.5838	0.5951	0.3763	0.5075	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9994	0.1576	0.2932	0.6395	0.2768	0.3909	0.4236	0.7289	0.5690	0.8563	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0052	0.0000	0.2929	0.0000	1.0000	0.9071	0.0308	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9999	0.1350	0.0104	0.3605	0.5769	0.0000	0.9359	0.8877	0.6143	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0857	0.3028	0.0000	0.0000	0.2056	0.1055	0.9996	0.7033	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0646	0.1932	0.0000	0.0487	0.1777	0.2605	0.9971	0.6880	0.9426	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9931	1.0000	0.6786	0.0000	0.0000	0.3553	0.1055	0.9996	0.7033	0.9492	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.1098	0.1671	0.0000	0.0974	0.4112	0.4110	0.9267	0.1231	0.9178	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.1172	0.5273	0.7326	0.1113	0.4396	0.2120	0.3335	0.4961	0.4190	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0867	0.3498	0.7326	0.2018	0.3815	0.6021	0.7291	0.5772	0.7723	0.4225
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.1482	0.1096	0.7326	0.5616	0.0571	0.8746	0.3844	0.8883	0.1262	0.2054
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.1030	0.7987	0.3372	0.3727	1.0000	0.6042	0.8843	0.4643	0.8971	0.2339
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0462	0.0783	0.7326	0.3658	0.0558	0.4167	0.7709	0.8002	0.7529	0.6340
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.1098	0.2662	0.0000	0.1947	0.2056	0.7021	0.9346	0.2329	0.9226	0.4001
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1177	0.1566	0.0000	0.2448	0.1777	0.8548	0.9216	0.1249	0.9144	0.2945
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1009	0.2819	0.7326	0.3060	0.4391	0.5429	0.4667	0.3325	0.3405	0.5316
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9997	0.1083	0.3341	0.9651	0.1989	0.3680	0.5132	0.5331	0.9274	0.5335	0.4178
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1261	0.5168	0.7326	0.7580	0.9213	0.8859	0.5285	0.0826	0.6536	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1345	0.5012	0.7326	0.5382	0.7995	0.7571	0.5979	0.3651	0.4957	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0883	0.3393	0.7326	0.2508	0.2066	0.6385	0.4065	0.9244	0.1463	0.6127
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0783	0.3132	0.7326	0.1046	0.3112	0.3150	0.7372	0.5398	0.7602	0.0832
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0709	0.4333	0.7326	0.1533	0.4708	0.3226	0.4171	0.9819	0.1611	0.1164
sample21_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0904	0.3080	1.0000	0.1013	0.3010	0.3585	0.8535	0.6907	0.8642	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1030	0.1462	0.7326	0.2573	0.0279	0.6619	0.4340	0.0927	0.4199	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0893	0.2715	0.7326	0.2017	0.2208	0.6240	0.7072	0.2002	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0725	0.2245	1.0000	0.1567	0.1980	0.4061	0.5938	0.3912	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0725	0.7308	0.7326	0.4270	0.9518	0.6663	0.6319	0.3617	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0909	0.2193	0.7326	0.1599	0.1954	0.3824	0.4320	0.3112	0.1931	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1125	0.3132	1.0000	0.1558	0.4645	0.4296	0.4140	0.9630	0.1477	0.4272
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0730	0.3080	1.0000	0.1085	0.3122	0.2592	0.6294	0.4478	0.3245	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0825	0.3080	0.7326	0.1113	0.3122	0.2175	0.5116	0.5143	0.3636	0.0696
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0956	0.3080	1.0000	0.1043	0.3020	0.3054	0.7452	0.4066	0.7671	0.0827
