Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5814	0.9995	0.2778	0.0000	0.3561	0.5025	0.9758	0.8623	0.0096	0.9122	0.4783
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6570	0.9997	0.2593	0.7326	0.3738	0.3122	0.6530	0.1494	0.1101	0.0135	0.7114
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9998	0.2815	1.0000	0.2825	0.2284	0.5711	0.3112	0.1288	0.1621	0.3572
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9992	0.3320	0.7326	0.3269	0.3782	0.5938	0.4400	0.5218	0.6145	0.3650
sample34_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.2303	1.0000	0.2280	0.1878	0.5523	0.6464	0.3112	0.7270	0.5488
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.9997	0.3192	0.7326	0.5830	0.5838	0.6693	0.3856	0.4415	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4128	0.9994	0.2993	0.6395	0.3409	0.3909	0.5292	0.7035	0.4950	0.8563	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	1.0000	0.0053	0.0000	0.3556	0.0000	1.0000	0.8642	0.0268	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9999	0.0107	0.3605	0.6144	0.0000	0.9477	0.8467	0.5345	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.1705	0.0000	0.1773	0.4112	0.5189	0.8819	0.1071	0.9178	0.0290
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9995	0.5382	0.7326	0.1900	0.4396	0.3564	0.3470	0.4317	0.4190	0.0825
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.3570	0.7326	0.2725	0.3815	0.6750	0.7037	0.5022	0.7723	0.4225
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.9997	0.0213	0.7326	0.3681	0.0279	0.8426	0.4575	0.1036	0.4660	0.3847
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.9995	0.8153	0.3372	0.4283	1.0000	0.6767	0.8437	0.4040	0.8971	0.2339
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.9995	0.2718	0.0000	0.2661	0.2056	0.7567	0.8890	0.2026	0.9226	0.4001
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.9997	0.1599	0.0000	0.3117	0.1777	0.8814	0.8772	0.1087	0.9144	0.2945
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9997	0.2878	0.7326	0.3675	0.4391	0.6267	0.4671	0.2893	0.3405	0.5316
sample11_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.2345	1.0000	0.2255	0.4772	0.5900	0.8228	0.5668	0.8722	0.5709
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3895	0.9997	0.3411	0.9651	0.2699	0.3680	0.6024	0.5269	0.8069	0.5335	0.4178
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.9996	0.5276	0.7326	0.7794	0.9213	0.9068	0.5229	0.0718	0.6536	0.1277
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.9997	0.5116	0.7326	0.5792	0.7995	0.8016	0.5854	0.3177	0.4957	0.2332
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2616	0.9997	0.5755	0.7326	0.1839	0.5266	0.3257	0.4284	0.8745	0.1731	0.0067
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9997	0.3997	1.0000	0.2375	0.2198	0.4387	0.4496	0.3178	0.3167	0.3980
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.9996	0.3464	0.7326	0.3172	0.2066	0.7048	0.4128	0.8043	0.1463	0.6127
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.9996	0.3197	0.7326	0.1839	0.3112	0.4405	0.7110	0.4696	0.7602	0.0832
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9996	0.4423	0.7326	0.2283	0.4708	0.4468	0.4224	0.8543	0.1611	0.1164
sample20_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	0.9995	0.3144	1.0000	0.1809	0.3010	0.4760	0.8158	0.6009	0.8642	0.0830
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2849	0.9994	0.4370	0.9651	0.2255	0.4594	0.4829	0.5794	0.8324	0.5364	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6802	0.9996	0.1492	0.7326	0.3231	0.0279	0.7239	0.4376	0.0807	0.4199	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5523	0.9996	0.2771	0.7326	0.2724	0.2208	0.6929	0.6840	0.1742	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.9996	0.2291	1.0000	0.2315	0.1980	0.5149	0.5817	0.3403	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.9996	0.7461	0.7326	0.4778	0.9518	0.7274	0.6161	0.3147	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3721	0.9995	0.2238	0.7326	0.2344	0.1954	0.4956	0.4358	0.2708	0.1931	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3779	0.0000	0.3197	1.0000	0.2306	0.4645	0.5341	0.4196	0.8378	0.1477	0.4271
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9993	0.1705	1.0000	0.3269	0.1832	0.6889	0.3658	0.1032	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.3144	0.7326	0.1900	0.3122	0.3609	0.5076	0.4474	0.3636	0.0696
sample30_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9995	0.3144	1.0000	0.1837	0.3020	0.4326	0.7182	0.3537	0.7671	0.0827
