Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6628	0.9998	0.0578	0.9532	0.7326	0.3294	0.2030	0.6511	0.1622	0.5501	0.4899	0.2713
sample12_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3895	0.9997	0.0268	0.3357	0.7326	0.2724	0.3807	0.5729	0.1051	0.8326	0.1528	0.4205
sample13_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9993	0.1345	0.3291	0.6395	0.2762	0.3934	0.5428	0.7416	0.5008	0.8845	0.4528
sample14_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6105	0.9985	0.2317	0.2549	0.6395	0.4727	0.3934	0.6143	0.7952	0.4939	0.8792	0.4971
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0799	0.2325	0.3605	0.2420	0.2589	0.4908	0.8432	0.6468	0.9012	0.6463
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3430	0.9997	0.0541	0.2190	0.3605	0.3066	0.2995	0.4898	0.8468	0.6613	0.8987	0.4386
sample17_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3605	0.9997	0.0604	0.1691	0.3605	0.3713	0.2589	0.4708	0.8784	0.6923	0.9592	0.4085
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9996	0.0767	0.4680	0.3605	0.2863	0.4365	0.6033	0.8098	0.4610	0.8918	0.3586
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8140	0.9996	0.1245	0.2705	0.3605	0.5056	0.4365	0.8247	0.8137	0.4297	0.8918	0.1868
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.0504	0.2178	0.4070	0.2344	0.2284	0.5478	0.8617	0.6197	0.8765	0.6383
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3895	0.9997	0.0641	0.2146	0.6395	0.2217	0.1777	0.5114	0.8190	0.5910	0.9026	0.5872
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.9998	0.1377	0.0180	0.7326	0.3738	0.0254	0.7722	0.1619	0.0688	0.3792	0.4879
sample23_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.9998	0.0946	0.1450	0.7326	0.4372	0.2284	0.7170	0.1220	0.3116	0.3419	0.4767
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.9996	0.0904	0.2464	0.7326	0.4245	0.1777	0.7146	0.0000	0.3249	0.4491	0.7520
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.9995	0.0536	0.1566	1.0000	0.3332	0.1904	0.6109	0.2647	0.0466	0.0000	0.2541
sample26_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8023	0.9997	0.0578	0.0087	1.0000	0.3776	0.0127	0.7378	0.1419	0.3788	0.4308	0.2274
sample27_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8198	0.9998	0.0872	0.0059	1.0000	0.3738	0.0152	0.7620	0.3782	0.0000	0.6034	0.3798
sample28_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.9997	0.0836	0.2027	0.7326	0.4283	0.1904	0.6769	0.5504	0.4083	0.6342	0.5611
sample29_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7267	0.9993	0.1640	0.1339	0.7326	0.5234	0.1904	0.6617	0.8906	0.5887	0.9507	0.6648
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.9994	0.0972	0.5163	0.3372	0.3840	0.8223	0.5440	0.8761	0.6021	0.9289	0.4266
sample31_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7558	0.9961	0.3805	0.0945	0.7326	0.4752	0.2208	0.6697	0.7992	0.4457	0.8738	0.6841
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0893	0.2511	0.4070	0.2787	0.2386	0.6584	0.8460	0.3597	0.8650	0.4265
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9992	0.1487	0.3252	0.7326	0.3269	0.3782	0.5938	0.4400	0.5218	0.6258	0.3607
sample34_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.9991	0.1608	0.0913	0.7326	0.3776	0.3198	0.6363	0.4523	0.6101	0.6479	0.4302
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.9997	0.0683	0.3127	0.7326	0.5830	0.5838	0.6693	0.3856	0.4415	0.8003	0.4964
sample36_group1	0.0000	0.0000	0.3333	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4128	0.9994	0.1576	0.2932	0.6395	0.3409	0.3909	0.5292	0.7035	0.4950	0.8721	0.5703
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	1.0000	0.0000	0.0052	0.0000	0.3556	0.0000	1.0000	0.8642	0.0268	0.9300	0.2361
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9999	0.1350	0.0104	0.3605	0.6144	0.0000	0.9477	0.8467	0.5345	0.8830	0.7055
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.9995	0.0857	0.3028	0.0000	0.0886	0.2056	0.2694	0.9476	0.6119	0.9668	0.1079
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1919	0.9996	0.0646	0.1932	0.0000	0.1330	0.1777	0.3960	0.9453	0.5986	0.9600	0.1279
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.9931	1.0000	0.6786	0.0000	0.0886	0.3553	0.2694	0.9476	0.6119	0.9668	0.1079
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.1098	0.1671	0.0000	0.1773	0.4112	0.5189	0.8819	0.1071	0.9348	0.0224
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9995	0.1172	0.5273	0.7326	0.1900	0.4396	0.3564	0.3470	0.4317	0.4267	0.0763
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.0867	0.3498	0.7326	0.2725	0.3815	0.6750	0.7037	0.5022	0.7865	0.4186
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9012	0.9995	0.1482	0.1096	0.7326	0.6005	0.0571	0.8976	0.3929	0.7729	0.1285	0.2000
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.9995	0.1030	0.7987	0.3372	0.4283	1.0000	0.6767	0.8437	0.4040	0.9136	0.2287
sample11_group2	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9997	0.0462	0.0783	0.7326	0.4220	0.0558	0.5236	0.7414	0.6962	0.7668	0.6315
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.9995	0.1098	0.2662	0.0000	0.2661	0.2056	0.7567	0.8890	0.2026	0.9397	0.3960
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.9997	0.1177	0.1566	0.0000	0.3117	0.1777	0.8814	0.8772	0.1087	0.9313	0.2897
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9997	0.1009	0.2819	0.7326	0.3675	0.4391	0.6267	0.4671	0.2893	0.3468	0.5284
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.9996	0.1261	0.5168	0.7326	0.7794	0.9213	0.9068	0.5229	0.0718	0.6657	0.1218
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.9997	0.1345	0.5012	0.7326	0.5792	0.7995	0.8016	0.5854	0.3177	0.5049	0.2280
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2616	0.9997	0.0688	0.5638	0.7326	0.1839	0.5266	0.3257	0.4284	0.8745	0.1763	0.0000
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9997	0.0652	0.3915	1.0000	0.2375	0.2198	0.4387	0.4496	0.3178	0.3226	0.3939
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.9996	0.0883	0.3393	0.7326	0.3172	0.2066	0.7048	0.4128	0.8043	0.1490	0.6101
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.9996	0.0783	0.3132	0.7326	0.1839	0.3112	0.4405	0.7110	0.4696	0.7742	0.0770
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9996	0.0709	0.4333	0.7326	0.2283	0.4708	0.4468	0.4224	0.8543	0.1641	0.1104
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2849	0.9994	0.1119	0.4281	0.9651	0.2255	0.4594	0.4829	0.5794	0.8324	0.5463	0.3122
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6802	0.9996	0.1030	0.1462	0.7326	0.3231	0.0279	0.7239	0.4376	0.0807	0.4277	0.5238
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.9996	0.0725	0.2245	1.0000	0.2315	0.1980	0.5149	0.5817	0.3403	0.4557	0.5573
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.9996	0.0725	0.7308	0.7326	0.4778	0.9518	0.7274	0.6161	0.3147	0.6817	0.1569
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3779	0.0000	0.1125	0.3132	1.0000	0.2306	0.4645	0.5341	0.4196	0.8378	0.1504	0.4233
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9993	0.1361	0.1671	1.0000	0.3269	0.1832	0.6889	0.3658	0.1032	0.1747	0.4000
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3140	0.9996	0.0730	0.3080	1.0000	0.1875	0.3122	0.3950	0.6138	0.3896	0.3305	0.0661
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0825	0.3080	0.7326	0.1900	0.3122	0.3609	0.5076	0.4474	0.3703	0.0632
sample30_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9995	0.0956	0.3080	1.0000	0.1837	0.3020	0.4326	0.7182	0.3537	0.7813	0.0765
