Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3851	0.3427	0.7326	0.2724	0.3807	0.5588	0.1051	0.8326	0.1533	0.4244
sample12_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.3360	0.6395	0.2762	0.3934	0.5295	0.7416	0.5008	0.8877	0.4564
sample13_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.3146	0.6395	0.3738	0.4543	0.5593	0.7365	0.4973	0.8694	0.5356
sample14_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6034	0.2602	0.6395	0.4727	0.3934	0.5993	0.7952	0.4939	0.8824	0.5005
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.2373	0.3605	0.2420	0.2589	0.4788	0.8432	0.6468	0.9044	0.6486
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3391	0.2236	0.3605	0.3066	0.2995	0.4778	0.8468	0.6613	0.9019	0.4424
sample17_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3563	0.1726	0.3605	0.3713	0.2589	0.4593	0.8784	0.6923	0.9627	0.4125
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.4777	0.3605	0.2863	0.4365	0.5885	0.8098	0.4610	0.8950	0.3630
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6207	0.5013	0.3605	0.3966	0.5051	0.7117	0.8193	0.4759	0.8941	0.2019
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.2761	0.3605	0.5056	0.4365	0.8045	0.8137	0.4297	0.8950	0.1923
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.2191	0.6395	0.2217	0.1777	0.4989	0.8190	0.5910	0.9059	0.5900
sample22_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.1480	0.7326	0.4372	0.2284	0.6994	0.1220	0.3116	0.3432	0.4803
sample23_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.2540	0.7326	0.4892	0.4365	0.7987	0.0463	0.4129	0.3823	0.5573
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.2515	0.7326	0.4245	0.1777	0.6971	0.0000	0.3249	0.4508	0.7536
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.1599	1.0000	0.3332	0.1904	0.5960	0.2647	0.0466	0.0000	0.2591
sample26_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7931	0.0089	1.0000	0.3776	0.0127	0.7197	0.1419	0.3788	0.4324	0.2326
sample27_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.0060	1.0000	0.3738	0.0152	0.7433	0.3782	0.0000	0.6056	0.3840
sample28_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.2070	0.7326	0.4283	0.1904	0.6603	0.5504	0.4083	0.6365	0.5640
sample29_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7184	0.1367	0.7326	0.5234	0.1904	0.6455	0.8906	0.5887	0.9542	0.6671
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.5270	0.3372	0.3840	0.8223	0.5307	0.8761	0.6021	0.9323	0.4304
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3966	0.3664	0.7326	0.2280	0.4112	0.4343	0.4288	0.8701	0.1782	0.0000
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.2563	0.4070	0.2787	0.2386	0.6422	0.8460	0.3597	0.8681	0.4304
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.2815	1.0000	0.2825	0.2284	0.5571	0.3112	0.1288	0.1657	0.3572
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.3320	0.7326	0.3269	0.3782	0.5793	0.4400	0.5218	0.6281	0.3650
sample35_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.0932	0.7326	0.3776	0.3198	0.6207	0.4523	0.6101	0.6503	0.4341
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.2993	0.6395	0.3409	0.3909	0.5162	0.7035	0.4950	0.8753	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	0.0053	0.0000	0.3556	0.0000	0.9755	0.8642	0.0268	0.9334	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.0107	0.3605	0.6144	0.0000	0.9244	0.8467	0.5345	0.8862	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.3091	0.0000	0.0886	0.2056	0.2628	0.9476	0.6119	0.9703	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.1972	0.0000	0.1330	0.1777	0.3863	0.9453	0.5986	0.9635	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1552	0.6928	0.0000	0.0886	0.3553	0.2628	0.9476	0.6119	0.9703	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.1705	0.0000	0.1773	0.4112	0.5061	0.8819	0.1071	0.9382	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.5382	0.7326	0.1900	0.4396	0.3476	0.3470	0.4317	0.4283	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.3570	0.7326	0.2725	0.3815	0.6585	0.7037	0.5022	0.7894	0.4225
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.0213	0.7326	0.3681	0.0279	0.8219	0.4575	0.1036	0.4763	0.3847
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.1119	0.7326	0.6005	0.0571	0.8756	0.3929	0.7729	0.1290	0.2054
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.8153	0.3372	0.4283	1.0000	0.6601	0.8437	0.4040	0.9170	0.2339
sample12_group2	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.0799	0.7326	0.4220	0.0558	0.5108	0.7414	0.6962	0.7696	0.6340
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.1599	0.0000	0.3117	0.1777	0.8598	0.8772	0.1087	0.9347	0.2945
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.2878	0.7326	0.3675	0.4391	0.6113	0.4671	0.2893	0.3480	0.5316
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3851	0.3411	0.9651	0.2699	0.3680	0.5876	0.5269	0.8069	0.5454	0.4178
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2931	0.7326	0.9785	0.7970	1.0000	0.7814	0.3244	0.8975	0.2201
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.5276	0.7326	0.7794	0.9213	0.8845	0.5229	0.0718	0.6681	0.1277
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.5755	0.7326	0.1839	0.5266	0.3177	0.4284	0.8745	0.1770	0.0067
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.3997	1.0000	0.2375	0.2198	0.4279	0.4496	0.3178	0.3237	0.3980
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5402	0.3464	0.7326	0.3172	0.2066	0.6875	0.4128	0.8043	0.1495	0.6127
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.3197	0.7326	0.1839	0.3112	0.4297	0.7110	0.4696	0.7770	0.0832
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.4423	0.7326	0.2283	0.4708	0.4358	0.4224	0.8543	0.1647	0.1164
sample23_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.3144	1.0000	0.1809	0.3010	0.4643	0.8158	0.6009	0.8833	0.0830
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.1492	0.7326	0.3231	0.0279	0.7061	0.4376	0.0807	0.4292	0.5270
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.2771	0.7326	0.2724	0.2208	0.6759	0.6840	0.1742	0.7508	0.3772
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.7461	0.7326	0.4778	0.9518	0.7096	0.6161	0.3147	0.6841	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.1705	1.0000	0.3269	0.1832	0.6720	0.3658	0.1032	0.1754	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.3144	1.0000	0.1875	0.3122	0.3853	0.6138	0.3896	0.3317	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.3144	0.7326	0.1900	0.3122	0.3520	0.5076	0.4474	0.3717	0.0696
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.3144	1.0000	0.1837	0.3020	0.4220	0.7182	0.3537	0.7841	0.0827
