Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.2017	0.4679	0.3605	0.2170	0.4365	0.5446	0.8364	0.5023	0.8739	0.3630
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5951	0.3052	0.4910	0.3605	0.3380	0.5051	0.6810	0.8462	0.5185	0.8730	0.2019
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3436	0.1685	0.2146	0.6395	0.1460	0.1777	0.4455	0.8459	0.6439	0.8847	0.5900
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.3619	0.0180	0.7326	0.3129	0.0254	0.7270	0.1672	0.0750	0.3637	0.4913
sample20_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.2486	0.1450	0.7326	0.3825	0.2284	0.6674	0.1261	0.3394	0.3266	0.4803
sample21_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.1575	0.2489	0.7326	0.4395	0.4365	0.7772	0.0478	0.4498	0.3654	0.5573
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.2376	0.2464	0.7326	0.3686	0.1777	0.6648	0.0000	0.3540	0.4333	0.7536
sample23_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.1519	0.0087	1.0000	0.3171	0.0127	0.6898	0.1465	0.4127	0.4151	0.2326
sample24_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7975	0.2293	0.0059	1.0000	0.3129	0.0152	0.7160	0.3906	0.0000	0.5868	0.3840
sample25_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7546	0.2196	0.2027	0.7326	0.3727	0.1904	0.6241	0.5685	0.4448	0.6175	0.5640
sample26_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6994	0.4309	0.1339	0.7326	0.4771	0.1904	0.6077	0.9199	0.6414	0.9326	0.6671
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7423	0.1740	0.0227	0.7326	0.3338	0.0279	0.5886	0.3572	0.2532	0.6537	0.7343
sample28_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7301	1.0000	0.0945	0.7326	0.4242	0.2208	0.6164	0.8255	0.4856	0.8560	0.6862
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3558	0.1934	0.3589	0.7326	0.1530	0.4112	0.3741	0.4429	0.9479	0.1630	0.0000
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5460	0.2334	0.2721	0.0000	0.2935	0.5025	0.9467	0.8906	0.0104	0.9110	0.4783
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6258	0.0387	0.2540	0.7326	0.3129	0.3122	0.5983	0.1543	0.1200	0.0000	0.7114
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.2776	0.2758	1.0000	0.2128	0.2284	0.5099	0.3214	0.1404	0.1506	0.3572
sample33_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.3909	0.3252	0.7326	0.2615	0.3782	0.5344	0.4545	0.5685	0.6092	0.3650
sample34_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.2638	0.2256	1.0000	0.1530	0.1878	0.4897	0.6677	0.3390	0.7233	0.5488
sample35_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6687	0.1796	0.3127	0.7326	0.5424	0.5838	0.6159	0.3983	0.4810	0.7828	0.4998
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3681	0.4144	0.2932	0.6395	0.2768	0.3909	0.4647	0.7266	0.5394	0.8543	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8589	0.0000	0.0052	0.0000	0.2929	0.0000	0.9728	0.8926	0.0292	0.9119	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0307	0.2251	0.3028	0.0000	0.0000	0.2056	0.1843	0.9788	0.6667	0.9485	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1350	0.1699	0.1931	0.0000	0.0487	0.1777	0.3209	0.9764	0.6522	0.9418	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.2887	0.1670	0.0000	0.0974	0.4112	0.4535	0.9109	0.1167	0.9167	0.0290
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.3080	0.5273	0.7326	0.1113	0.4396	0.2781	0.3584	0.4703	0.4110	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.3191	0.0209	0.7326	0.3067	0.0279	0.8030	0.4725	0.1129	0.4586	0.3847
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8834	0.3895	0.1096	0.7326	0.5616	0.0571	0.8623	0.4058	0.8420	0.1142	0.2054
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.4233	0.2707	0.7987	0.3372	0.3727	1.0000	0.6239	0.8714	0.4401	0.8957	0.2339
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4601	0.1215	0.0783	0.7326	0.3658	0.0558	0.4586	0.7657	0.7586	0.7495	0.6340
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5337	0.2887	0.2662	0.0000	0.1947	0.2056	0.7102	0.9182	0.2207	0.9216	0.4001
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6933	0.3094	0.1566	0.0000	0.2448	0.1777	0.8448	0.9061	0.1184	0.9132	0.2945
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.2652	0.2819	0.7326	0.3060	0.4391	0.5699	0.4825	0.3152	0.3314	0.5316
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3273	0.2871	0.7326	0.9764	0.7970	1.0000	0.8071	0.3535	0.8764	0.2201
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.9264	0.3315	0.5168	0.7326	0.7580	0.9213	0.8722	0.5401	0.0783	0.6489	0.1277
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.8528	0.3536	0.5012	0.7326	0.5382	0.7995	0.7587	0.6046	0.3461	0.4888	0.2332
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2086	0.1809	0.5638	0.7326	0.1046	0.5266	0.2450	0.4425	0.9527	0.1618	0.0067
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.1713	0.3915	1.0000	0.1634	0.2198	0.3670	0.4644	0.3462	0.3073	0.3980
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5092	0.2320	0.3393	0.7326	0.2508	0.2066	0.6542	0.4264	0.8763	0.1346	0.6127
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2699	0.2058	0.3132	0.7326	0.1046	0.3112	0.3689	0.7344	0.5117	0.7569	0.0832
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.1865	0.4333	0.7326	0.1533	0.4708	0.3757	0.4363	0.9308	0.1496	0.1164
sample21_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2822	0.2376	0.3080	1.0000	0.1013	0.3010	0.4073	0.8427	0.6547	0.8623	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2331	0.2942	0.4281	0.9651	0.1502	0.4594	0.4147	0.5984	0.9069	0.5301	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6503	0.2707	0.1462	0.7326	0.2573	0.0279	0.6748	0.4520	0.0879	0.4120	0.5270
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5153	0.2348	0.2715	0.7326	0.2017	0.2208	0.6413	0.7065	0.1898	0.7308	0.3772
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3374	0.1906	0.2245	1.0000	0.1567	0.1980	0.4493	0.6008	0.3708	0.4399	0.5603
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.5644	0.1906	0.7308	0.7326	0.4270	0.9518	0.6786	0.6363	0.3429	0.6647	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3252	0.2390	0.2193	0.7326	0.1599	0.1954	0.4284	0.4501	0.2950	0.1820	0.5327
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.3577	0.1670	1.0000	0.2615	0.1832	0.6370	0.3778	0.1124	0.1602	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.2169	0.3080	0.7326	0.1113	0.3122	0.2830	0.5243	0.4875	0.3549	0.0696
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.2514	0.3080	1.0000	0.1043	0.3020	0.3604	0.7418	0.3854	0.7639	0.0827
