Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	1.0000	0.0052	0.0000	0.3556	0.0000	0.9755	0.8642	0.0174	0.9006	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.9999	0.0104	0.3605	0.6144	0.0000	0.9244	0.8467	0.5300	0.8478	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.9996	0.1932	0.0000	0.1330	0.1777	0.3863	0.9453	0.5948	0.9343	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1552	0.9931	0.6786	0.0000	0.0886	0.3553	0.2628	0.9476	0.6081	0.9419	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.1671	0.0000	0.1773	0.4112	0.5061	0.8819	0.0985	0.9060	0.0290
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.9995	0.5273	0.7326	0.1900	0.4396	0.3476	0.3470	0.4262	0.3351	0.0825
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.3498	0.7326	0.2725	0.3815	0.6585	0.7037	0.4974	0.7394	0.4225
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.9995	0.1096	0.7326	0.6005	0.0571	0.8756	0.3929	0.7707	0.0000	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.9995	0.7987	0.3372	0.4283	1.0000	0.6601	0.8437	0.3982	0.8822	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9997	0.0783	0.7326	0.4220	0.0558	0.5108	0.7414	0.6933	0.7172	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.9995	0.2662	0.0000	0.2661	0.2056	0.7381	0.8890	0.1949	0.9114	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.9997	0.1566	0.0000	0.3117	0.1777	0.8598	0.8772	0.1000	0.9020	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9997	0.2819	0.7326	0.3675	0.4391	0.6113	0.4671	0.2824	0.2452	0.5316
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.2297	1.0000	0.2255	0.4772	0.5755	0.8228	0.5626	0.8537	0.5709
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.9997	0.3341	0.9651	0.2699	0.3680	0.5876	0.5269	0.8050	0.4662	0.4178
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.2871	0.7326	0.9785	0.7970	1.0000	0.7814	0.3179	0.8604	0.2201
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8621	0.9997	0.5012	0.7326	0.5792	0.7995	0.7820	0.5854	0.3111	0.4229	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.9997	0.3915	1.0000	0.2375	0.2198	0.4279	0.4496	0.3112	0.2180	0.3980
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5402	0.9996	0.3393	0.7326	0.3172	0.2066	0.6875	0.4128	0.8024	0.0230	0.6127
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.9996	0.3132	0.7326	0.1839	0.3112	0.4297	0.7110	0.4645	0.7255	0.0832
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9996	0.4333	0.7326	0.2283	0.4708	0.4358	0.4224	0.8529	0.0400	0.1164
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.9995	0.3080	1.0000	0.1809	0.3010	0.4643	0.8158	0.5971	0.8446	0.0830
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2816	0.9994	0.4281	0.9651	0.2255	0.4594	0.4710	0.5794	0.8308	0.4695	0.3168
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.9996	0.2715	0.7326	0.2724	0.2208	0.6759	0.6840	0.1662	0.6961	0.3772
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.9996	0.2245	1.0000	0.2315	0.1980	0.5023	0.5817	0.3340	0.3676	0.5603
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3736	0.0000	0.3132	1.0000	0.2306	0.4645	0.5210	0.4196	0.8363	0.0246	0.4271
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9993	0.1671	1.0000	0.3269	0.1832	0.6720	0.3658	0.0945	0.0519	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.9996	0.3080	1.0000	0.1875	0.3122	0.3853	0.6138	0.3837	0.2270	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9995	0.3080	0.7326	0.1900	0.3122	0.3520	0.5076	0.4421	0.2717	0.0696
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9995	0.3080	1.0000	0.1837	0.3020	0.4220	0.7182	0.3475	0.7335	0.0827
