Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample14_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9985	0.6091	0.2674	0.6395	0.4727	0.3934	0.5993	0.7952	0.4890	0.8435	0.5005
sample15_group1	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2099	0.2439	0.3605	0.2420	0.2589	0.4788	0.8432	0.6434	0.8682	0.6486
sample16_group1	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1423	0.2298	0.3605	0.3066	0.2995	0.4778	0.8468	0.6581	0.8654	0.4424
sample17_group1	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1588	0.1774	0.3605	0.3713	0.2589	0.4593	0.8784	0.6893	0.9334	0.4125
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.2017	0.4909	0.3605	0.2863	0.4365	0.5885	0.8098	0.4558	0.8576	0.3630
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.3052	0.5152	0.3605	0.3966	0.5051	0.7117	0.8193	0.4709	0.8567	0.2019
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1326	0.2285	0.4070	0.2344	0.2284	0.5344	0.8617	0.6160	0.8405	0.6407
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.9997	0.1685	0.2252	0.6395	0.2217	0.1777	0.4989	0.8190	0.5871	0.8698	0.5900
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.3619	0.0189	0.7326	0.3738	0.0254	0.7533	0.1619	0.0598	0.2816	0.4913
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.2376	0.2585	0.7326	0.4245	0.1777	0.6971	0.0000	0.3184	0.3602	0.7536
sample24_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1519	0.0091	1.0000	0.3776	0.0127	0.7197	0.1419	0.3728	0.3396	0.2326
sample25_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.2196	0.2127	0.7326	0.4283	0.1904	0.6603	0.5504	0.4026	0.5682	0.5640
sample26_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9993	0.4309	0.1404	0.7326	0.5234	0.1904	0.6455	0.8906	0.5847	0.9239	0.6671
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1740	0.0239	0.7326	0.3928	0.0279	0.6282	0.3458	0.2250	0.6090	0.7343
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9994	0.2555	0.5416	0.3372	0.3840	0.8223	0.5307	0.8761	0.5982	0.8993	0.4304
sample29_group1	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9961	1.0000	0.0992	0.7326	0.4752	0.2208	0.6533	0.7992	0.4404	0.8374	0.6862
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1934	0.3766	0.7326	0.2280	0.4112	0.4343	0.4288	0.8688	0.0551	0.0000
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2348	0.2634	0.4070	0.2787	0.2386	0.6422	0.8460	0.3535	0.8275	0.4304
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.9995	0.2334	0.2855	0.0000	0.3561	0.5025	0.9518	0.8623	0.0000	0.8995	0.4783
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.2776	0.2893	1.0000	0.2825	0.2284	0.5571	0.3112	0.1204	0.0411	0.3572
sample34_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9992	0.3909	0.3412	0.7326	0.3269	0.3782	0.5793	0.4400	0.5172	0.5588	0.3650
sample35_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2638	0.2366	1.0000	0.2280	0.1878	0.5388	0.6464	0.3045	0.6876	0.5488
sample36_group1	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9994	0.4144	0.3075	0.6395	0.3409	0.3909	0.5162	0.7035	0.4902	0.8356	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9999	0.3550	0.0110	0.3605	0.6144	0.0000	0.9244	0.8467	0.5300	0.8478	0.7074
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2251	0.3176	0.0000	0.0886	0.2056	0.2628	0.9476	0.6081	0.9419	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1699	0.2026	0.0000	0.1330	0.1777	0.3863	0.9453	0.5948	0.9343	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2887	0.1753	0.0000	0.1773	0.4112	0.5061	0.8819	0.0985	0.9060	0.0290
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.3080	0.5531	0.7326	0.1900	0.4396	0.3476	0.3470	0.4262	0.3351	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2279	0.3669	0.7326	0.2725	0.3815	0.6585	0.7037	0.4974	0.7394	0.4225
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.3191	0.0219	0.7326	0.3681	0.0279	0.8219	0.4575	0.0950	0.3888	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.3895	0.1150	0.7326	0.6005	0.0571	0.8756	0.3929	0.7707	0.0000	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2707	0.8379	0.3372	0.4283	1.0000	0.6601	0.8437	0.3982	0.8822	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1215	0.0821	0.7326	0.4220	0.0558	0.5108	0.7414	0.6933	0.7172	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.2652	0.2957	0.7326	0.3675	0.4391	0.6113	0.4671	0.2824	0.2452	0.5316
sample12_group2	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1768	0.2410	1.0000	0.2255	0.4772	0.5755	0.8228	0.5626	0.8537	0.5709
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9997	0.2845	0.3505	0.9651	0.2699	0.3680	0.5876	0.5269	0.8050	0.4662	0.4178
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.3273	0.3012	0.7326	0.9785	0.7970	1.0000	0.7814	0.3179	0.8604	0.2201
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.3315	0.5422	0.7326	0.7794	0.9213	0.8845	0.5229	0.0629	0.6036	0.1277
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.3536	0.5258	0.7326	0.5792	0.7995	0.7820	0.5854	0.3111	0.4229	0.2332
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1809	0.5915	0.7326	0.1839	0.5266	0.3177	0.4284	0.8732	0.0537	0.0067
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1713	0.4107	1.0000	0.2375	0.2198	0.4279	0.4496	0.3112	0.2180	0.3980
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.2320	0.3560	0.7326	0.3172	0.2066	0.6875	0.4128	0.8024	0.0230	0.6127
sample20_group2	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2376	0.3231	1.0000	0.1809	0.3010	0.4643	0.8158	0.5971	0.8446	0.0830
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9994	0.2942	0.4491	0.9651	0.2255	0.4594	0.4710	0.5794	0.8308	0.4695	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.2707	0.1533	0.7326	0.3231	0.0279	0.7061	0.4376	0.0718	0.3362	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.2348	0.2848	0.7326	0.2724	0.2208	0.6759	0.6840	0.1662	0.6961	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1906	0.2355	1.0000	0.2315	0.1980	0.5023	0.5817	0.3340	0.3676	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1906	0.7667	0.7326	0.4778	0.9518	0.7096	0.6161	0.3081	0.6215	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2956	0.3286	1.0000	0.2306	0.4645	0.5210	0.4196	0.8363	0.0246	0.4271
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9993	0.3577	0.1753	1.0000	0.3269	0.1832	0.6720	0.3658	0.0945	0.0519	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1920	0.3231	1.0000	0.1875	0.3122	0.3853	0.6138	0.3837	0.2270	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2169	0.3231	0.7326	0.1900	0.3122	0.3520	0.5076	0.4421	0.2717	0.0696
sample30_group2	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.2514	0.3231	1.0000	0.1837	0.3020	0.4220	0.7182	0.3475	0.7335	0.0827
