Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25
sample18_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.0946	0.1450	0.7326	0.5609	0.2284	0.7170	0.1220	0.3116	0.3357	0.4803
sample19_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.0599	0.2489	0.7326	0.6276	0.4365	0.8188	0.0463	0.4129	0.3740	0.5573
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.0904	0.2464	0.7326	0.5446	0.1777	0.7146	0.0000	0.3249	0.4410	0.7536
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.0536	0.1566	1.0000	0.4275	0.1904	0.6109	0.2647	0.0466	0.0000	0.2591
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8023	0.0578	0.0087	1.0000	0.4845	0.0127	0.7378	0.1419	0.3788	0.4230	0.2326
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8198	0.0872	0.0059	1.0000	0.4796	0.0152	0.7620	0.3782	0.0000	0.5924	0.3840
sample24_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.0836	0.2027	0.7326	0.5495	0.1904	0.6769	0.5504	0.4083	0.6227	0.5640
sample25_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7267	0.1640	0.1339	0.7326	0.6715	0.1904	0.6617	0.8906	0.5887	0.9335	0.6671
sample26_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.0972	0.5163	0.3372	0.4926	0.8223	0.5440	0.8761	0.6021	0.9120	0.4304
sample27_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7558	0.3805	0.0945	0.7326	0.6097	0.2208	0.6697	0.7992	0.4457	0.8579	0.6862
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4012	0.0736	0.3589	0.7326	0.2926	0.4112	0.4453	0.4288	0.8701	0.1743	0.0000
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.0893	0.2511	0.4070	0.3576	0.2386	0.6584	0.8460	0.3597	0.8493	0.4304
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5814	0.0888	0.2721	0.0000	0.4568	0.5025	0.9758	0.8623	0.0096	0.9122	0.4783
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.1056	0.2758	1.0000	0.3625	0.2284	0.5711	0.3112	0.1288	0.1621	0.3572
sample32_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.1487	0.3252	0.7326	0.4194	0.3782	0.5938	0.4400	0.5218	0.6145	0.3650
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.1608	0.0913	0.7326	0.4845	0.3198	0.6363	0.4523	0.6101	0.6362	0.4341
sample34_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.1004	0.2256	1.0000	0.2926	0.1878	0.5523	0.6464	0.3112	0.7270	0.5488
sample35_group1	0.0000	0.0000	0.3333	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.0683	0.3127	0.7326	0.7479	0.5838	0.6693	0.3856	0.4415	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.3333	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4128	0.1576	0.2932	0.6395	0.4373	0.3909	0.5292	0.7035	0.4950	0.8563	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	0.0000	0.0052	0.0000	0.4562	0.0000	1.0000	0.8642	0.0268	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1350	0.0104	0.3605	0.7883	0.0000	0.9477	0.8467	0.5345	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.0857	0.3028	0.0000	0.1137	0.2056	0.2694	0.9476	0.6119	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1919	0.0646	0.1932	0.0000	0.1706	0.1777	0.3960	0.9453	0.5986	0.9426	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	1.0000	0.6786	0.0000	0.1137	0.3553	0.2694	0.9476	0.6119	0.9492	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.1098	0.1671	0.0000	0.2275	0.4112	0.5189	0.8819	0.1071	0.9178	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.1172	0.5273	0.7326	0.2438	0.4396	0.3564	0.3470	0.4317	0.4190	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.0867	0.3498	0.7326	0.3497	0.3815	0.6750	0.7037	0.5022	0.7723	0.4225
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.1214	0.0209	0.7326	0.4723	0.0279	0.8426	0.4575	0.1036	0.4660	0.3847
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9012	0.1482	0.1096	0.7326	0.7704	0.0571	0.8976	0.3929	0.7729	0.1262	0.2054
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.1030	0.7987	0.3372	0.5495	1.0000	0.6767	0.8437	0.4040	0.8971	0.2339
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.1098	0.2662	0.0000	0.3414	0.2056	0.7567	0.8890	0.2026	0.9226	0.4001
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.1177	0.1566	0.0000	0.3999	0.1777	0.8814	0.8772	0.1087	0.9144	0.2945
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.1009	0.2819	0.7326	0.4715	0.4391	0.6267	0.4671	0.2893	0.3405	0.5316
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.0673	0.2297	1.0000	0.2893	0.4772	0.5900	0.8228	0.5668	0.8722	0.5709
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3895	0.1083	0.3341	0.9651	0.3462	0.3680	0.6024	0.5269	0.8069	0.5335	0.4178
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.1261	0.5168	0.7326	1.0000	0.9213	0.9068	0.5229	0.0718	0.6536	0.1277
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.1345	0.5012	0.7326	0.7430	0.7995	0.8016	0.5854	0.3177	0.4957	0.2332
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.0652	0.3915	1.0000	0.3048	0.2198	0.4387	0.4496	0.3178	0.3167	0.3980
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.0883	0.3393	0.7326	0.4069	0.2066	0.7048	0.4128	0.8043	0.1463	0.6127
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	0.0904	0.3080	1.0000	0.2321	0.3010	0.4760	0.8158	0.6009	0.8642	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2849	0.1119	0.4281	0.9651	0.2893	0.4594	0.4829	0.5794	0.8324	0.5364	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6802	0.1030	0.1462	0.7326	0.4145	0.0279	0.7239	0.4376	0.0807	0.4199	0.5270
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5523	0.0893	0.2715	0.7326	0.3495	0.2208	0.6929	0.6840	0.1742	0.7345	0.3772
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.0725	0.2245	1.0000	0.2970	0.1980	0.5149	0.5817	0.3403	0.4474	0.5603
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.0725	0.7308	0.7326	0.6129	0.9518	0.7274	0.6161	0.3147	0.6693	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3721	0.0909	0.2193	0.7326	0.3007	0.1954	0.4956	0.4358	0.2708	0.1931	0.5327
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.1361	0.1671	1.0000	0.4194	0.1832	0.6889	0.3658	0.1032	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3140	0.0730	0.3080	1.0000	0.2405	0.3122	0.3950	0.6138	0.3896	0.3245	0.0724
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.0956	0.3080	1.0000	0.2356	0.3020	0.4326	0.7182	0.3537	0.7671	0.0827
