Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample14_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.9996	0.2697	1.0000	0.2724	0.2320	0.6616	0.5524	0.3850	0.7115	0.3801
sample15_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9996	0.3081	0.6395	0.3738	0.4773	0.5593	0.7365	0.4973	0.8506	0.5356
sample16_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6034	0.9985	0.2549	0.6395	0.4727	0.4133	0.5993	0.7952	0.4939	0.8632	0.5005
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9995	0.2325	0.3605	0.2420	0.2720	0.4788	0.8432	0.6468	0.8848	0.6486
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3391	0.9997	0.2190	0.3605	0.3066	0.3147	0.4778	0.8468	0.6613	0.8824	0.4424
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6207	0.9995	0.4911	0.3605	0.3966	0.5307	0.7117	0.8193	0.4759	0.8747	0.2019
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.9996	0.2705	0.3605	0.5056	0.4587	0.8045	0.8137	0.4297	0.8756	0.1923
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.2178	0.4070	0.2344	0.2400	0.5344	0.8617	0.6197	0.8606	0.6407
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.9997	0.2146	0.6395	0.2217	0.1867	0.4989	0.8190	0.5910	0.8863	0.5900
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.9998	0.0180	0.7326	0.3738	0.0267	0.7533	0.1619	0.0688	0.3723	0.4913
sample24_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.9998	0.1450	0.7326	0.4372	0.2400	0.6994	0.1220	0.3116	0.3357	0.4803
sample25_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.9998	0.2489	0.7326	0.4892	0.4587	0.7987	0.0463	0.4129	0.3740	0.5573
sample26_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.9996	0.2464	0.7326	0.4245	0.1867	0.6971	0.0000	0.3249	0.4410	0.7536
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.9995	0.1566	1.0000	0.3332	0.2000	0.5960	0.2647	0.0466	0.0000	0.2591
sample28_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.9998	0.0059	1.0000	0.3738	0.0160	0.7433	0.3782	0.0000	0.5924	0.3840
sample29_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.9997	0.2027	0.7326	0.4283	0.2000	0.6603	0.5504	0.4083	0.6227	0.5640
sample30_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7184	0.9993	0.1339	0.7326	0.5234	0.2000	0.6455	0.8906	0.5887	0.9335	0.6671
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7586	0.9997	0.0227	0.7326	0.3928	0.0293	0.6282	0.3458	0.2324	0.6584	0.7343
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3966	0.9996	0.3589	0.7326	0.2280	0.4320	0.4343	0.4288	0.8701	0.1743	0.0000
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6494	0.9997	0.2540	0.7326	0.3738	0.3280	0.6369	0.1494	0.1101	0.0135	0.7114
sample34_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9998	0.2758	1.0000	0.2825	0.2400	0.5571	0.3112	0.1288	0.1621	0.3572
sample35_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.9991	0.0913	0.7326	0.3776	0.3360	0.6207	0.4523	0.6101	0.6362	0.4341
sample36_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.2256	1.0000	0.2280	0.1973	0.5388	0.6464	0.3112	0.7270	0.5488
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	1.0000	0.0052	0.0000	0.3556	0.0000	0.9755	0.8642	0.0268	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.9999	0.0104	0.3605	0.6144	0.0000	0.9244	0.8467	0.5345	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.9996	0.1932	0.0000	0.1330	0.1867	0.3863	0.9453	0.5986	0.9426	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1552	0.9931	0.6786	0.0000	0.0886	0.3733	0.2628	0.9476	0.6119	0.9492	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.1671	0.0000	0.1773	0.4320	0.5061	0.8819	0.1071	0.9178	0.0290
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.9995	0.5273	0.7326	0.1900	0.4619	0.3476	0.3470	0.4317	0.4190	0.0825
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.3498	0.7326	0.2725	0.4008	0.6585	0.7037	0.5022	0.7723	0.4225
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.9995	0.1096	0.7326	0.6005	0.0600	0.8756	0.3929	0.7729	0.1262	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9997	0.0783	0.7326	0.4220	0.0587	0.5108	0.7414	0.6962	0.7529	0.6340
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.9995	0.2662	0.0000	0.2661	0.2160	0.7381	0.8890	0.2026	0.9226	0.4001
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.9997	0.1566	0.0000	0.3117	0.1867	0.8598	0.8772	0.1087	0.9144	0.2945
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9997	0.2819	0.7326	0.3675	0.4613	0.6113	0.4671	0.2893	0.3405	0.5316
sample13_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.2297	1.0000	0.2255	0.5013	0.5755	0.8228	0.5668	0.8722	0.5709
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3851	0.9997	0.3341	0.9651	0.2699	0.3867	0.5876	0.5269	0.8069	0.5335	0.4178
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.2871	0.7326	0.9785	0.8373	1.0000	0.7814	0.3244	0.8781	0.2201
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.9996	0.5168	0.7326	0.7794	0.9680	0.8845	0.5229	0.0718	0.6536	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8621	0.9997	0.5012	0.7326	0.5792	0.8400	0.7820	0.5854	0.3177	0.4957	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.9997	0.5638	0.7326	0.1839	0.5533	0.3177	0.4284	0.8745	0.1731	0.0067
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.9997	0.3915	1.0000	0.2375	0.2309	0.4279	0.4496	0.3178	0.3167	0.3980
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5402	0.9996	0.3393	0.7326	0.3172	0.2171	0.6875	0.4128	0.8043	0.1463	0.6127
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9996	0.4333	0.7326	0.2283	0.4947	0.4358	0.4224	0.8543	0.1611	0.1164
sample22_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.9995	0.3080	1.0000	0.1809	0.3163	0.4643	0.8158	0.6009	0.8642	0.0830
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.9996	0.2715	0.7326	0.2724	0.2320	0.6759	0.6840	0.1742	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.9996	0.2245	1.0000	0.2315	0.2080	0.5023	0.5817	0.3403	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.9996	0.7308	0.7326	0.4778	1.0000	0.7096	0.6161	0.3147	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3678	0.9995	0.2193	0.7326	0.2344	0.2053	0.4834	0.4358	0.2708	0.1931	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3736	0.0000	0.3132	1.0000	0.2306	0.4880	0.5210	0.4196	0.8378	0.1477	0.4271
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9993	0.1671	1.0000	0.3269	0.1925	0.6720	0.3658	0.1032	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.9996	0.3080	1.0000	0.1875	0.3280	0.3853	0.6138	0.3896	0.3245	0.0724
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9995	0.3080	1.0000	0.1837	0.3173	0.4220	0.7182	0.3537	0.7671	0.0827
