Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5230	0.0816	0.2888	0.7326	0.2787	0.2335	0.5969	0.2725	0.2569	0.4465	0.3796
sample12_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6552	0.0665	0.9532	0.7326	0.3294	0.2030	0.6351	0.1622	0.5377	0.4917	0.2762
sample13_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.1548	0.3291	0.6395	0.2762	0.3934	0.5295	0.7416	0.4870	0.8877	0.4564
sample14_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.1433	0.3081	0.6395	0.3738	0.4543	0.5593	0.7365	0.4835	0.8694	0.5356
sample15_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6034	0.2666	0.2549	0.6395	0.4727	0.3934	0.5993	0.7952	0.4800	0.8824	0.5005
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0919	0.2325	0.3605	0.2420	0.2589	0.4788	0.8432	0.6371	0.9044	0.6486
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3391	0.0623	0.2190	0.3605	0.3066	0.2995	0.4778	0.8468	0.6520	0.9019	0.4424
sample18_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3563	0.0695	0.1691	0.3605	0.3713	0.2589	0.4593	0.8784	0.6838	0.9627	0.4125
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.0883	0.4680	0.3605	0.2863	0.4365	0.5885	0.8098	0.4462	0.8950	0.3630
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6207	0.1336	0.4911	0.3605	0.3966	0.5051	0.7117	0.8193	0.4615	0.8941	0.2019
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.1433	0.2705	0.3605	0.5056	0.4365	0.8045	0.8137	0.4140	0.8950	0.1923
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0580	0.2178	0.4070	0.2344	0.2284	0.5344	0.8617	0.6092	0.8797	0.6407
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.0738	0.2146	0.6395	0.2217	0.1777	0.4989	0.8190	0.5797	0.9059	0.5900
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.1584	0.0180	0.7326	0.3738	0.0254	0.7533	0.1619	0.0432	0.3806	0.4913
sample25_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.1088	0.1450	0.7326	0.4372	0.2284	0.6994	0.1220	0.2926	0.3432	0.4803
sample26_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.0689	0.2489	0.7326	0.4892	0.4365	0.7987	0.0463	0.3967	0.3823	0.5573
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.1040	0.2464	0.7326	0.4245	0.1777	0.6971	0.0000	0.3064	0.4508	0.7536
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.0617	0.1566	1.0000	0.3332	0.1904	0.5960	0.2647	0.0204	0.0000	0.2591
sample29_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.0961	0.2027	0.7326	0.4283	0.1904	0.6603	0.5504	0.3920	0.6365	0.5640
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7586	0.0762	0.0227	0.7326	0.3928	0.0279	0.6282	0.3458	0.2113	0.6730	0.7343
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.1119	0.5163	0.3372	0.3840	0.8223	0.5307	0.8761	0.5911	0.9323	0.4304
sample32_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7471	0.4377	0.0945	0.7326	0.4752	0.2208	0.6533	0.7992	0.4305	0.8769	0.6862
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3966	0.0846	0.3589	0.7326	0.2280	0.4112	0.4343	0.4288	0.8665	0.1782	0.0000
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.1711	0.3252	0.7326	0.3269	0.3782	0.5793	0.4400	0.5086	0.6281	0.3650
sample35_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.1155	0.2256	1.0000	0.2280	0.1878	0.5388	0.6464	0.2922	0.7432	0.5488
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.1814	0.2932	0.6395	0.3409	0.3909	0.5162	0.7035	0.4811	0.8753	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	0.0000	0.0052	0.0000	0.3556	0.0000	0.9755	0.8642	0.0000	0.9334	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.1554	0.0104	0.3605	0.6144	0.0000	0.9244	0.8467	0.5217	0.8862	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.0985	0.3028	0.0000	0.0886	0.2056	0.2628	0.9476	0.6012	0.9703	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.0744	0.1932	0.0000	0.1330	0.1777	0.3863	0.9453	0.5876	0.9635	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.1348	0.5273	0.7326	0.1900	0.4396	0.3476	0.3470	0.4160	0.4283	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.0998	0.3498	0.7326	0.2725	0.3815	0.6585	0.7037	0.4885	0.7894	0.4225
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.1397	0.0209	0.7326	0.3681	0.0279	0.8219	0.4575	0.0789	0.4763	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.1705	0.1096	0.7326	0.6005	0.0571	0.8756	0.3929	0.7666	0.1290	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.1185	0.7987	0.3372	0.4283	1.0000	0.6601	0.8437	0.3876	0.9170	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.0532	0.0783	0.7326	0.4220	0.0558	0.5108	0.7414	0.6879	0.7696	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.1264	0.2662	0.0000	0.2661	0.2056	0.7381	0.8890	0.1807	0.9431	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.1354	0.1566	0.0000	0.3117	0.1777	0.8598	0.8772	0.0841	0.9347	0.2945
sample13_group2	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0774	0.2297	1.0000	0.2255	0.4772	0.5755	0.8228	0.5549	0.8915	0.5709
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3851	0.1245	0.3341	0.9651	0.2699	0.3680	0.5876	0.5269	0.8016	0.5454	0.4178
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1433	0.2871	0.7326	0.9785	0.7970	1.0000	0.7814	0.3058	0.8975	0.2201
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.1451	0.5168	0.7326	0.7794	0.9213	0.8845	0.5229	0.0463	0.6681	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8621	0.1548	0.5012	0.7326	0.5792	0.7995	0.7820	0.5854	0.2989	0.5067	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.0792	0.5638	0.7326	0.1839	0.5266	0.3177	0.4284	0.8710	0.1770	0.0067
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.0750	0.3915	1.0000	0.2375	0.2198	0.4279	0.4496	0.2990	0.3237	0.3980
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.0816	0.4333	0.7326	0.2283	0.4708	0.4358	0.4224	0.8503	0.1647	0.1164
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2816	0.1288	0.4281	0.9651	0.2255	0.4594	0.4710	0.5794	0.8278	0.5483	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.1185	0.1462	0.7326	0.3231	0.0279	0.7061	0.4376	0.0553	0.4292	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.1028	0.2715	0.7326	0.2724	0.2208	0.6759	0.6840	0.1515	0.7508	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.0834	0.2245	1.0000	0.2315	0.1980	0.5023	0.5817	0.3222	0.4574	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.0834	0.7308	0.7326	0.4778	0.9518	0.7096	0.6161	0.2958	0.6841	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3678	0.1046	0.2193	0.7326	0.2344	0.1954	0.4834	0.4358	0.2507	0.1974	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.1566	0.1671	1.0000	0.3269	0.1832	0.6720	0.3658	0.0785	0.1754	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.0840	0.3080	1.0000	0.1875	0.3122	0.3853	0.6138	0.3728	0.3317	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0949	0.3080	0.7326	0.1900	0.3122	0.3520	0.5076	0.4322	0.3717	0.0696
sample30_group2	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.1100	0.3080	1.0000	0.1837	0.3020	0.4220	0.7182	0.3359	0.7841	0.0827
