Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6628	0.9998	0.0578	0.9532	0.7326	0.3294	0.2030	0.6511	0.1216	0.5377	0.4810	0.2762
sample12_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3895	0.9997	0.0268	0.3357	0.7326	0.2724	0.3807	0.5729	0.0617	0.8280	0.1500	0.4244
sample13_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9993	0.1345	0.3291	0.6395	0.2762	0.3934	0.5428	0.7290	0.4870	0.8684	0.4564
sample14_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9996	0.1245	0.3081	0.6395	0.3738	0.4543	0.5734	0.7237	0.4835	0.8506	0.5356
sample15_group1	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0799	0.2325	0.3605	0.2420	0.2589	0.4908	0.8356	0.6371	0.8848	0.6486
sample16_group1	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3430	0.9997	0.0541	0.2190	0.3605	0.3066	0.2995	0.4898	0.8393	0.6520	0.8824	0.4424
sample17_group1	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3605	0.9997	0.0604	0.1691	0.3605	0.3713	0.2589	0.4708	0.8725	0.6838	0.9418	0.4125
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9996	0.0767	0.4680	0.3605	0.2863	0.4365	0.6033	0.8005	0.4462	0.8756	0.3630
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6279	0.9995	0.1161	0.4911	0.3605	0.3966	0.5051	0.7296	0.8105	0.4615	0.8747	0.2019
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8140	0.9996	0.1245	0.2705	0.3605	0.5056	0.4365	0.8247	0.8047	0.4140	0.8756	0.1923
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.0504	0.2178	0.4070	0.2344	0.2284	0.5478	0.8550	0.6092	0.8606	0.6407
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.9998	0.1377	0.0180	0.7326	0.3738	0.0254	0.7722	0.1212	0.0432	0.3723	0.4913
sample23_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.9998	0.0599	0.2489	0.7326	0.4892	0.4365	0.8188	0.0000	0.3967	0.3740	0.5573
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.9995	0.0536	0.1566	1.0000	0.3332	0.1904	0.6109	0.2290	0.0204	0.0000	0.2591
sample25_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8023	0.9997	0.0578	0.0087	1.0000	0.3776	0.0127	0.7378	0.1002	0.3617	0.4230	0.2326
sample26_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.9997	0.0836	0.2027	0.7326	0.4283	0.1904	0.6769	0.5286	0.3920	0.6227	0.5640
sample27_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7267	0.9993	0.1640	0.1339	0.7326	0.5234	0.1904	0.6617	0.8853	0.5774	0.9335	0.6671
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7674	0.9997	0.0662	0.0227	0.7326	0.3928	0.0279	0.6440	0.3140	0.2113	0.6584	0.7343
sample29_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7558	0.9961	0.3805	0.0945	0.7326	0.4752	0.2208	0.6697	0.7895	0.4305	0.8579	0.6862
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4012	0.9996	0.0736	0.3589	0.7326	0.2280	0.4112	0.4453	0.4010	0.8665	0.1743	0.0000
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0893	0.2511	0.4070	0.2787	0.2386	0.6584	0.8385	0.3421	0.8493	0.4304
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6570	0.9997	0.0147	0.2540	0.7326	0.3738	0.3122	0.6530	0.1081	0.0856	0.0135	0.7114
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9998	0.1056	0.2758	1.0000	0.2825	0.2284	0.5711	0.2777	0.1048	0.1621	0.3572
sample34_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9992	0.1487	0.3252	0.7326	0.3269	0.3782	0.5938	0.4128	0.5086	0.6145	0.3650
sample35_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.1004	0.2256	1.0000	0.2280	0.1878	0.5523	0.6292	0.2922	0.7270	0.5488
sample36_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.9997	0.0683	0.3127	0.7326	0.5830	0.5838	0.6693	0.3558	0.4262	0.7858	0.4998
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	1.0000	0.0000	0.0052	0.0000	0.3556	0.0000	1.0000	0.8576	0.0000	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9999	0.1350	0.0104	0.3605	0.6144	0.0000	0.9477	0.8392	0.5217	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.9995	0.0857	0.3028	0.0000	0.0886	0.2056	0.2694	0.9451	0.6012	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.9931	1.0000	0.6786	0.0000	0.0886	0.3553	0.2694	0.9451	0.6012	0.9492	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9995	0.1172	0.5273	0.7326	0.1900	0.4396	0.3564	0.3153	0.4160	0.4190	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3953	0.9995	0.0867	0.3498	0.7326	0.2725	0.3815	0.6750	0.6893	0.4885	0.7723	0.4225
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9012	0.9995	0.1482	0.1096	0.7326	0.6005	0.0571	0.8976	0.3635	0.7666	0.1262	0.2054
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.9995	0.1030	0.7987	0.3372	0.4283	1.0000	0.6767	0.8361	0.3876	0.8971	0.2339
sample9_group2	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9997	0.0462	0.0783	0.7326	0.4220	0.0558	0.5236	0.7288	0.6879	0.7529	0.6340
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.9995	0.1098	0.2662	0.0000	0.2661	0.2056	0.7567	0.8836	0.1807	0.9226	0.4001
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.9997	0.1177	0.1566	0.0000	0.3117	0.1777	0.8814	0.8713	0.0841	0.9144	0.2945
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9997	0.1009	0.2819	0.7326	0.3675	0.4391	0.6267	0.4413	0.2697	0.3405	0.5316
sample13_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.0673	0.2297	1.0000	0.2255	0.4772	0.5900	0.8142	0.5549	0.8722	0.5709
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.9996	0.1261	0.5168	0.7326	0.7794	0.9213	0.9068	0.4997	0.0463	0.6536	0.1277
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.9997	0.1345	0.5012	0.7326	0.5792	0.7995	0.8016	0.5652	0.2989	0.4957	0.2332
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2616	0.9997	0.0688	0.5638	0.7326	0.1839	0.5266	0.3257	0.4007	0.8710	0.1731	0.0067
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9997	0.0652	0.3915	1.0000	0.2375	0.2198	0.4387	0.4229	0.2990	0.3167	0.3980
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.9996	0.0883	0.3393	0.7326	0.3172	0.2066	0.7048	0.3843	0.7989	0.1463	0.6127
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9996	0.0709	0.4333	0.7326	0.2283	0.4708	0.4468	0.3944	0.8503	0.1611	0.1164
sample20_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	0.9995	0.0904	0.3080	1.0000	0.1809	0.3010	0.4760	0.8069	0.5900	0.8642	0.0830
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2849	0.9994	0.1119	0.4281	0.9651	0.2255	0.4594	0.4829	0.5589	0.8278	0.5364	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6802	0.9996	0.1030	0.1462	0.7326	0.3231	0.0279	0.7239	0.4103	0.0553	0.4199	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5523	0.9996	0.0893	0.2715	0.7326	0.2724	0.2208	0.6929	0.6686	0.1515	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.9996	0.0725	0.2245	1.0000	0.2315	0.1980	0.5149	0.5614	0.3222	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.9996	0.0725	0.7308	0.7326	0.4778	0.9518	0.7274	0.5974	0.2958	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3721	0.9995	0.0909	0.2193	0.7326	0.2344	0.1954	0.4956	0.4084	0.2507	0.1931	0.5327
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3779	0.0000	0.1125	0.3132	1.0000	0.2306	0.4645	0.5341	0.3914	0.8334	0.1477	0.4271
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9993	0.1361	0.1671	1.0000	0.3269	0.1832	0.6889	0.3350	0.0785	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.0825	0.3080	0.7326	0.1900	0.3122	0.3609	0.4837	0.4322	0.3636	0.0696
sample30_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9995	0.0956	0.3080	1.0000	0.1837	0.3020	0.4326	0.7045	0.3359	0.7671	0.0827
