Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample14_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.1768	0.2297	1.0000	0.2255	0.4772	0.5755	0.8020	0.5668	0.8704	0.5680
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.9997	0.2845	0.3341	0.9651	0.2699	0.3680	0.5876	0.4714	0.8069	0.5271	0.4139
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.3273	0.2871	0.7326	0.9785	0.7970	1.0000	0.7558	0.3244	0.8764	0.2148
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.9996	0.3315	0.5168	0.7326	0.7794	0.9213	0.8845	0.4668	0.0718	0.6489	0.1218
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8621	0.9997	0.3536	0.5012	0.7326	0.5792	0.7995	0.7820	0.5366	0.3177	0.4888	0.2280
sample19_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.9997	0.1809	0.5638	0.7326	0.1839	0.5266	0.3177	0.3612	0.8745	0.1618	0.0000
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.9997	0.1713	0.3915	1.0000	0.2375	0.2198	0.4279	0.3849	0.3178	0.3073	0.3939
sample21_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.9995	0.2376	0.3080	1.0000	0.1809	0.3010	0.4643	0.7942	0.6009	0.8623	0.0768
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2816	0.9994	0.2942	0.4281	0.9651	0.2255	0.4594	0.4710	0.5299	0.8324	0.5301	0.3122
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.9996	0.2707	0.1462	0.7326	0.3231	0.0279	0.7061	0.3715	0.0807	0.4120	0.5238
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.9996	0.2348	0.2715	0.7326	0.2724	0.2208	0.6759	0.6469	0.1742	0.7308	0.3730
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.9996	0.1906	0.2245	1.0000	0.2315	0.1980	0.5023	0.5326	0.3403	0.4399	0.5573
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3678	0.9995	0.2390	0.2193	0.7326	0.2344	0.1954	0.4834	0.3695	0.2708	0.1820	0.5296
sample27_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3736	0.0000	0.2956	0.3132	1.0000	0.2306	0.4645	0.5210	0.3514	0.8378	0.1360	0.4233
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.9996	0.1920	0.3080	1.0000	0.1875	0.3122	0.3853	0.5684	0.3896	0.3153	0.0661
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9995	0.2169	0.3080	0.7326	0.1900	0.3122	0.3520	0.4497	0.4474	0.3549	0.0632
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9995	0.2514	0.3080	1.0000	0.1837	0.3020	0.4220	0.6851	0.3537	0.7639	0.0765
