Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25
sample12_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9996	0.3081	0.6395	0.3738	0.4543	0.5734	0.7365	0.4973	0.8506	0.5356
sample13_group1	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9995	0.2325	0.3605	0.2420	0.2589	0.4908	0.8432	0.6468	0.8848	0.6486
sample14_group1	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3430	0.9997	0.2190	0.3605	0.3066	0.2995	0.4898	0.8468	0.6613	0.8824	0.4424
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9996	0.4680	0.3605	0.2863	0.4365	0.6033	0.8098	0.4610	0.8756	0.3630
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6279	0.9995	0.4911	0.3605	0.3966	0.5051	0.7296	0.8193	0.4759	0.8747	0.2019
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8140	0.9996	0.2705	0.3605	0.5056	0.4365	0.8247	0.8137	0.4297	0.8756	0.1923
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.2178	0.4070	0.2344	0.2284	0.5478	0.8617	0.6197	0.8606	0.6407
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3895	0.9997	0.2146	0.6395	0.2217	0.1777	0.5114	0.8190	0.5910	0.8863	0.5900
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.9998	0.0180	0.7326	0.3738	0.0254	0.7722	0.1619	0.0688	0.3723	0.4913
sample21_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.9998	0.2489	0.7326	0.4892	0.4365	0.8188	0.0463	0.4129	0.3740	0.5573
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7965	0.9996	0.2464	0.7326	0.4245	0.1777	0.7146	0.0000	0.3249	0.4410	0.7536
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.9995	0.1566	1.0000	0.3332	0.1904	0.6109	0.2647	0.0466	0.0000	0.2591
sample24_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8023	0.9997	0.0087	1.0000	0.3776	0.0127	0.7378	0.1419	0.3788	0.4230	0.2326
sample25_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8198	0.9998	0.0059	1.0000	0.3738	0.0152	0.7620	0.3782	0.0000	0.5924	0.3840
sample26_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.9997	0.2027	0.7326	0.4283	0.1904	0.6769	0.5504	0.4083	0.6227	0.5640
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7674	0.9997	0.0227	0.7326	0.3928	0.0279	0.6440	0.3458	0.2324	0.6584	0.7343
sample28_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7558	0.9961	0.0945	0.7326	0.4752	0.2208	0.6697	0.7992	0.4457	0.8579	0.6862
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4012	0.9996	0.3589	0.7326	0.2280	0.4112	0.4453	0.4288	0.8701	0.1743	0.0000
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5814	0.9995	0.2721	0.0000	0.3561	0.5025	0.9758	0.8623	0.0096	0.9122	0.4783
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6570	0.9997	0.2540	0.7326	0.3738	0.3122	0.6530	0.1494	0.1101	0.0135	0.7114
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9998	0.2758	1.0000	0.2825	0.2284	0.5711	0.3112	0.1288	0.1621	0.3572
sample33_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5058	0.9992	0.3252	0.7326	0.3269	0.3782	0.5938	0.4400	0.5218	0.6145	0.3650
sample34_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6337	0.9991	0.0913	0.7326	0.3776	0.3198	0.6363	0.4523	0.6101	0.6362	0.4341
sample35_group1	0.0000	0.0000	0.5000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6977	0.9997	0.3127	0.7326	0.5830	0.5838	0.6693	0.3856	0.4415	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.5000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4128	0.9994	0.2932	0.6395	0.3409	0.3909	0.5292	0.7035	0.4950	0.8563	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8779	1.0000	0.0052	0.0000	0.3556	0.0000	1.0000	0.8642	0.0268	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9999	0.0104	0.3605	0.6144	0.0000	0.9477	0.8467	0.5345	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.9995	0.3028	0.0000	0.0886	0.2056	0.2694	0.9476	0.6119	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1919	0.9996	0.1932	0.0000	0.1330	0.1777	0.3960	0.9453	0.5986	0.9426	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.9931	0.6786	0.0000	0.0886	0.3553	0.2694	0.9476	0.6119	0.9492	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3663	0.9995	0.5273	0.7326	0.1900	0.4396	0.3564	0.3470	0.4317	0.4190	0.0825
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3953	0.9995	0.3498	0.7326	0.2725	0.3815	0.6750	0.7037	0.5022	0.7723	0.4225
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8081	0.9997	0.0209	0.7326	0.3681	0.0279	0.8426	0.4575	0.1036	0.4660	0.3847
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9012	0.9995	0.1096	0.7326	0.6005	0.0571	0.8976	0.3929	0.7729	0.1262	0.2054
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4651	0.9995	0.7987	0.3372	0.4283	1.0000	0.6767	0.8437	0.4040	0.8971	0.2339
sample11_group2	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9997	0.0783	0.7326	0.4220	0.0558	0.5236	0.7414	0.6962	0.7529	0.6340
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5698	0.9995	0.2662	0.0000	0.2661	0.2056	0.7567	0.8890	0.2026	0.9226	0.4001
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7209	0.9997	0.1566	0.0000	0.3117	0.1777	0.8814	0.8772	0.1087	0.9144	0.2945
sample14_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3023	0.9996	0.2297	1.0000	0.2255	0.4772	0.5900	0.8228	0.5668	0.8722	0.5709
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3895	0.9997	0.3341	0.9651	0.2699	0.3680	0.6024	0.5269	0.8069	0.5335	0.4178
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9419	0.9996	0.5168	0.7326	0.7794	0.9213	0.9068	0.5229	0.0718	0.6536	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8721	0.9997	0.5012	0.7326	0.5792	0.7995	0.8016	0.5854	0.3177	0.4957	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4419	0.9997	0.3915	1.0000	0.2375	0.2198	0.4387	0.4496	0.3178	0.3167	0.3980
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5465	0.9996	0.3393	0.7326	0.3172	0.2066	0.7048	0.4128	0.8043	0.1463	0.6127
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3198	0.9996	0.3132	0.7326	0.1839	0.3112	0.4405	0.7110	0.4696	0.7602	0.0832
sample21_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	0.9995	0.3080	1.0000	0.1809	0.3010	0.4760	0.8158	0.6009	0.8642	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2849	0.9994	0.4281	0.9651	0.2255	0.4594	0.4829	0.5794	0.8324	0.5364	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6802	0.9996	0.1462	0.7326	0.3231	0.0279	0.7239	0.4376	0.0807	0.4199	0.5270
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5523	0.9996	0.2715	0.7326	0.2724	0.2208	0.6929	0.6840	0.1742	0.7345	0.3772
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3837	0.9996	0.2245	1.0000	0.2315	0.1980	0.5149	0.5817	0.3403	0.4474	0.5603
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5988	0.9996	0.7308	0.7326	0.4778	0.9518	0.7274	0.6161	0.3147	0.6693	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3779	0.0000	0.3132	1.0000	0.2306	0.4645	0.5341	0.4196	0.8378	0.1477	0.4271
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5174	0.9993	0.1671	1.0000	0.3269	0.1832	0.6889	0.3658	0.1032	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3140	0.9996	0.3080	1.0000	0.1875	0.3122	0.3950	0.6138	0.3896	0.3245	0.0724
sample30_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3256	0.9995	0.3080	1.0000	0.1837	0.3020	0.4326	0.7182	0.3537	0.7671	0.0827
