Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6319	0.9998	0.0578	0.9532	0.7326	0.2707	0.2133	0.5963	0.1676	0.5993	0.4810	0.2762
sample12_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3436	0.9997	0.0268	0.3357	0.7326	0.2066	0.4000	0.5119	0.1086	0.9071	0.1500	0.4244
sample13_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.9993	0.1345	0.3291	0.6395	0.2108	0.4133	0.4794	0.7659	0.5456	0.8684	0.4564
sample14_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5767	0.9985	0.2317	0.2549	0.6395	0.4316	0.4133	0.5566	0.8214	0.5381	0.8632	0.5005
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9995	0.0799	0.2325	0.3605	0.1724	0.2720	0.4233	0.8709	0.7047	0.8848	0.6486
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2945	0.9997	0.0541	0.2190	0.3605	0.2450	0.3147	0.4222	0.8746	0.7205	0.8824	0.4424
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3129	0.9997	0.0604	0.1691	0.3605	0.3177	0.2720	0.4017	0.9073	0.7543	0.9418	0.4125
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.9996	0.0767	0.4680	0.3605	0.2222	0.4587	0.5446	0.8364	0.5023	0.8756	0.3630
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5951	0.9995	0.1161	0.4911	0.3605	0.3462	0.5307	0.6810	0.8462	0.5185	0.8747	0.2019
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9996	0.0504	0.2178	0.4070	0.1638	0.2400	0.4848	0.8900	0.6751	0.8606	0.6407
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3436	0.9997	0.0641	0.2146	0.6395	0.1496	0.1867	0.4455	0.8459	0.6439	0.8863	0.5900
sample22_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.9998	0.0599	0.2489	0.7326	0.4501	0.4587	0.7772	0.0478	0.4498	0.3740	0.5573
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.9996	0.0904	0.2464	0.7326	0.3775	0.1867	0.6648	0.0000	0.3540	0.4410	0.7536
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6012	0.9995	0.0536	0.1566	1.0000	0.2749	0.2000	0.5529	0.2734	0.0508	0.0000	0.2592
sample25_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.9997	0.0578	0.0087	1.0000	0.3248	0.0133	0.6898	0.1465	0.4127	0.4230	0.2326
sample26_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7975	0.9998	0.0872	0.0059	1.0000	0.3205	0.0160	0.7160	0.3906	0.0000	0.5924	0.3840
sample27_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7546	0.9997	0.0836	0.2027	0.7326	0.3818	0.2000	0.6241	0.5685	0.4448	0.6227	0.5640
sample28_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6994	0.9993	0.1640	0.1339	0.7326	0.4886	0.2000	0.6077	0.9199	0.6414	0.9335	0.6671
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7423	0.9997	0.0662	0.0227	0.7326	0.3419	0.0293	0.5886	0.3572	0.2532	0.6584	0.7343
sample30_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7301	0.9961	0.3805	0.0945	0.7326	0.4345	0.2320	0.6164	0.8255	0.4856	0.8579	0.6862
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3558	0.9996	0.0736	0.3589	0.7326	0.1567	0.4320	0.3741	0.4429	0.9479	0.1743	0.0000
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9995	0.0893	0.2511	0.4070	0.2137	0.2507	0.6041	0.8738	0.3919	0.8493	0.4304
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6258	0.9997	0.0147	0.2540	0.7326	0.3205	0.3280	0.5983	0.1543	0.1200	0.0135	0.7114
sample34_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.9998	0.1056	0.2758	1.0000	0.2179	0.2400	0.5099	0.3214	0.1404	0.1621	0.3572
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.9992	0.1487	0.3252	0.7326	0.2678	0.3973	0.5344	0.4545	0.5685	0.6145	0.3650
sample36_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.9995	0.1004	0.2256	1.0000	0.1567	0.1973	0.4897	0.6677	0.3390	0.7270	0.5488
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8589	1.0000	0.0000	0.0052	0.0000	0.3000	0.0000	0.9728	0.8926	0.0292	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9877	0.9999	0.1350	0.0104	0.3605	0.5909	0.0000	0.9164	0.8745	0.5824	0.8670	0.7074
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0307	0.9995	0.0857	0.3028	0.0000	0.0000	0.2160	0.1843	0.9788	0.6667	0.9492	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1350	0.9996	0.0646	0.1932	0.0000	0.0499	0.1867	0.3209	0.9764	0.6522	0.9426	0.1338
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0982	0.9931	1.0000	0.6786	0.0000	0.0000	0.3733	0.1843	0.9788	0.6667	0.9492	0.1139
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.9995	0.1098	0.1671	0.0000	0.0997	0.4320	0.4535	0.9109	0.1167	0.9178	0.0290
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.9995	0.1172	0.5273	0.7326	0.1140	0.4619	0.2781	0.3584	0.4703	0.4190	0.0825
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3497	0.9995	0.0867	0.3498	0.7326	0.2067	0.4008	0.6221	0.7268	0.5471	0.7723	0.4225
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.9997	0.1214	0.0209	0.7326	0.3141	0.0293	0.8030	0.4725	0.1129	0.4660	0.3847
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8834	0.9995	0.1482	0.1096	0.7326	0.5752	0.0600	0.8623	0.4058	0.8420	0.1262	0.2054
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4601	0.9997	0.0462	0.0783	0.7326	0.3746	0.0587	0.4586	0.7657	0.7586	0.7529	0.6340
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6933	0.9997	0.1177	0.1566	0.0000	0.2507	0.1867	0.8448	0.9061	0.1184	0.9144	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.9997	0.1009	0.2819	0.7326	0.3134	0.4613	0.5699	0.4825	0.3152	0.3405	0.5316
sample14_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9996	0.0673	0.2297	1.0000	0.1538	0.5013	0.5303	0.8499	0.6176	0.8722	0.5709
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.1245	0.2871	0.7326	1.0000	0.8373	1.0000	0.8071	0.3535	0.8781	0.2201
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9264	0.9996	0.1261	0.5168	0.7326	0.7764	0.9680	0.8722	0.5401	0.0783	0.6536	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2086	0.9997	0.0688	0.5638	0.7326	0.1071	0.5533	0.2450	0.4425	0.9527	0.1731	0.0067
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5092	0.9996	0.0883	0.3393	0.7326	0.2568	0.2171	0.6542	0.4264	0.8763	0.1463	0.6127
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.9996	0.0709	0.4333	0.7326	0.1570	0.4947	0.3757	0.4363	0.9308	0.1611	0.1164
sample20_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2822	0.9995	0.0904	0.3080	1.0000	0.1037	0.3163	0.4073	0.8427	0.6547	0.8642	0.0830
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2331	0.9994	0.1119	0.4281	0.9651	0.1538	0.4827	0.4147	0.5984	0.9069	0.5364	0.3168
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6503	0.9996	0.1030	0.1462	0.7326	0.2635	0.0293	0.6748	0.4520	0.0879	0.4199	0.5270
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5153	0.9996	0.0893	0.2715	0.7326	0.2066	0.2320	0.6413	0.7065	0.1898	0.7345	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3374	0.9996	0.0725	0.2245	1.0000	0.1605	0.2080	0.4493	0.6008	0.3708	0.4474	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5644	0.9996	0.0725	0.7308	0.7326	0.4373	1.0000	0.6786	0.6363	0.3429	0.6693	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3313	0.0000	0.1125	0.3132	1.0000	0.1595	0.4880	0.4700	0.4333	0.9128	0.1477	0.4272
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.9993	0.1361	0.1671	1.0000	0.2678	0.1925	0.6370	0.3778	0.1124	0.1716	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2638	0.9996	0.0730	0.3080	1.0000	0.1111	0.3280	0.3198	0.6340	0.4245	0.3245	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9995	0.0825	0.3080	0.7326	0.1140	0.3280	0.2830	0.5243	0.4875	0.3636	0.0696
sample30_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.9995	0.0956	0.3080	1.0000	0.1068	0.3173	0.3604	0.7418	0.3854	0.7671	0.0827
