Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25
sample14_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7914	0.2689	0.3605	0.4576	0.4365	0.7754	0.8405	0.4882	0.8756	0.1923
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.2161	0.4070	0.1599	0.2284	0.4651	0.8900	0.7090	0.8606	0.6408
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3436	0.2129	0.6395	0.1460	0.1777	0.4244	0.8459	0.6757	0.8863	0.5901
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.0158	0.7326	0.3129	0.0254	0.7166	0.1672	0.0689	0.3723	0.4914
sample18_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.1431	0.7326	0.3825	0.2284	0.6547	0.1261	0.3510	0.3357	0.4803
sample19_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.2472	0.7326	0.4395	0.4365	0.7687	0.0478	0.4687	0.3740	0.5574
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.2448	0.7326	0.3686	0.1777	0.6521	0.0000	0.3665	0.4410	0.7537
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6012	0.1548	1.0000	0.2684	0.1904	0.5359	0.2734	0.0431	0.0000	0.2592
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7791	0.0065	1.0000	0.3171	0.0127	0.6780	0.1465	0.4291	0.4230	0.2327
sample23_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7546	0.2010	0.7326	0.3727	0.1904	0.6098	0.5685	0.4633	0.6227	0.5641
sample24_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6994	0.1320	0.7326	0.4771	0.1904	0.5928	0.9199	0.6730	0.9335	0.6672
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7423	0.0206	0.7326	0.3338	0.0279	0.5729	0.3572	0.2590	0.6584	0.7343
sample26_group1	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7301	0.0926	0.7326	0.4242	0.2208	0.6018	0.8255	0.5069	0.8579	0.6863
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3558	0.3575	0.7326	0.1530	0.4112	0.3502	0.4429	1.0000	0.1743	0.0000
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.2494	0.4070	0.2086	0.2386	0.5890	0.8738	0.4069	0.8493	0.4304
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5460	0.2705	0.0000	0.2935	0.5025	0.9447	0.8906	0.0000	0.9122	0.4783
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6258	0.2524	0.7326	0.3129	0.3122	0.5830	0.1543	0.1168	0.0135	0.7115
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.2742	1.0000	0.2128	0.2284	0.4912	0.3214	0.1386	0.1621	0.3573
sample32_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4663	0.3238	0.7326	0.2615	0.3782	0.5167	0.4545	0.5953	0.6145	0.3650
sample33_group1	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6012	0.0893	0.7326	0.3171	0.3198	0.5643	0.4672	0.6979	0.6362	0.4341
sample34_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.2239	1.0000	0.1530	0.1878	0.4702	0.6677	0.3505	0.7270	0.5488
sample35_group1	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6687	0.3112	0.7326	0.5424	0.5838	0.6013	0.3983	0.5020	0.7858	0.4998
sample36_group1	0.0000	0.0000	0.3333	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3681	0.2916	0.6395	0.2768	0.3909	0.4443	0.7266	0.5642	0.8563	0.5733
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8589	0.0030	0.0000	0.2929	0.0000	0.9718	0.8926	0.0200	0.9131	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0307	0.3013	0.0000	0.0000	0.2056	0.1532	0.9788	0.7000	0.9492	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1350	0.1914	0.0000	0.0487	0.1777	0.2950	0.9764	0.6846	0.9426	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0982	0.6779	0.0000	0.0000	0.3553	0.1532	0.9788	0.7000	0.9492	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.5262	0.7326	0.1113	0.4396	0.2506	0.3584	0.4906	0.4190	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3497	0.3483	0.7326	0.2018	0.3815	0.6077	0.7268	0.5725	0.7723	0.4226
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.0187	0.7326	0.3067	0.0279	0.7955	0.4725	0.1093	0.4660	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8834	0.1077	0.7326	0.5616	0.0571	0.8571	0.4058	0.8870	0.1262	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4233	0.7983	0.3372	0.3727	1.0000	0.6096	0.8714	0.4584	0.8971	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4601	0.0763	0.7326	0.3658	0.0558	0.4380	0.7657	0.7980	0.7529	0.6341
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5337	0.2646	0.0000	0.1947	0.2056	0.6992	0.9182	0.2244	0.9226	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6933	0.1548	0.0000	0.2448	0.1777	0.8389	0.9061	0.1152	0.9144	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.2803	0.7326	0.3060	0.4391	0.5535	0.4825	0.3251	0.3405	0.5317
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.2280	1.0000	0.1502	0.4772	0.5124	0.8499	0.6476	0.8722	0.5710
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3436	0.3326	0.9651	0.1989	0.3680	0.5263	0.5443	0.9266	0.5335	0.4179
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2856	0.7326	0.9764	0.7970	1.0000	0.8071	0.3659	0.8781	0.2202
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9264	0.5158	0.7326	0.7580	0.9213	0.8674	0.5401	0.0724	0.6536	0.1277
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8528	0.5001	0.7326	0.5382	0.7995	0.7495	0.6046	0.3581	0.4957	0.2332
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.3902	1.0000	0.1634	0.2198	0.3429	0.4644	0.3582	0.3167	0.3980
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5092	0.3379	0.7326	0.2508	0.2066	0.6410	0.4264	0.9236	0.1463	0.6128
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2699	0.3117	0.7326	0.1046	0.3112	0.3449	0.7344	0.5347	0.7602	0.0832
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2822	0.3065	1.0000	0.1013	0.3010	0.3847	0.8427	0.6873	0.8642	0.0830
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2331	0.4268	0.9651	0.1502	0.4594	0.3923	0.5984	0.9563	0.5364	0.3169
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6503	0.1443	0.7326	0.2573	0.0279	0.6624	0.4520	0.0826	0.4199	0.5270
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5153	0.2699	0.7326	0.2017	0.2208	0.6277	0.7065	0.1913	0.7345	0.3773
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5644	0.7303	0.7326	0.4270	0.9518	0.6664	0.6363	0.3546	0.6693	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3252	0.2175	0.7326	0.1599	0.1954	0.4066	0.4501	0.3036	0.1931	0.5328
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4785	0.1652	1.0000	0.2615	0.1832	0.6232	0.3778	0.1088	0.1716	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2638	0.3065	1.0000	0.1085	0.3122	0.2939	0.6340	0.4416	0.3245	0.0724
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	0.3065	1.0000	0.1043	0.3020	0.3361	0.7418	0.4000	0.7671	0.0827
