Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.9996	0.2515	0.7326	0.4245	0.1777	0.6971	0.0000	0.3249	0.4410	0.7520
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.9995	0.1599	1.0000	0.3332	0.1904	0.5960	0.2647	0.0466	0.0000	0.2541
sample25_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.9998	0.0060	1.0000	0.3738	0.0152	0.7433	0.3782	0.0000	0.5924	0.3798
sample26_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.9997	0.2070	0.7326	0.4283	0.1904	0.6603	0.5504	0.4083	0.6227	0.5611
sample27_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7184	0.9993	0.1367	0.7326	0.5234	0.1904	0.6455	0.8906	0.5887	0.9335	0.6648
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7586	0.9997	0.0232	0.7326	0.3928	0.0279	0.6282	0.3458	0.2324	0.6584	0.7325
sample29_group1	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.9994	0.5270	0.3372	0.3840	0.8223	0.5307	0.8761	0.6021	0.9120	0.4266
sample30_group1	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7471	0.9961	0.0965	0.7326	0.4752	0.2208	0.6533	0.7992	0.4457	0.8579	0.6841
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6494	0.9997	0.2593	0.7326	0.3738	0.3122	0.6369	0.1494	0.1101	0.0135	0.7094
sample32_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9992	0.3320	0.7326	0.3269	0.3782	0.5793	0.4400	0.5218	0.6145	0.3607
sample33_group1	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.9991	0.0932	0.7326	0.3776	0.3198	0.6207	0.4523	0.6101	0.6362	0.4302
sample34_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.2303	1.0000	0.2280	0.1878	0.5388	0.6464	0.3112	0.7270	0.5457
sample35_group1	0.0000	0.3333	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6897	0.9997	0.3192	0.7326	0.5830	0.5838	0.6529	0.3856	0.4415	0.7858	0.4964
sample36_group1	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.9994	0.2993	0.6395	0.3409	0.3909	0.5162	0.7035	0.4950	0.8563	0.5703
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	1.0000	0.0053	0.0000	0.3556	0.0000	0.9755	0.8642	0.0268	0.9131	0.2361
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.9999	0.0107	0.3605	0.6144	0.0000	0.9244	0.8467	0.5345	0.8670	0.7055
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.9995	0.3091	0.0000	0.0886	0.2056	0.2628	0.9476	0.6119	0.9492	0.1079
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.1705	0.0000	0.1773	0.4112	0.5061	0.8819	0.1071	0.9178	0.0224
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.9995	0.5382	0.7326	0.1900	0.4396	0.3476	0.3470	0.4317	0.4190	0.0763
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.3570	0.7326	0.2725	0.3815	0.6585	0.7037	0.5022	0.7723	0.4186
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.9997	0.0213	0.7326	0.3681	0.0279	0.8219	0.4575	0.1036	0.4660	0.3805
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.9995	0.1119	0.7326	0.6005	0.0571	0.8756	0.3929	0.7729	0.1262	0.2000
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.9995	0.8153	0.3372	0.4283	1.0000	0.6601	0.8437	0.4040	0.8971	0.2287
sample10_group2	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9997	0.0799	0.7326	0.4220	0.0558	0.5108	0.7414	0.6962	0.7529	0.6315
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.9995	0.2718	0.0000	0.2661	0.2056	0.7381	0.8890	0.2026	0.9226	0.3960
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.9997	0.1599	0.0000	0.3117	0.1777	0.8598	0.8772	0.1087	0.9144	0.2897
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9997	0.2878	0.7326	0.3675	0.4391	0.6113	0.4671	0.2893	0.3405	0.5284
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.2345	1.0000	0.2255	0.4772	0.5755	0.8228	0.5668	0.8722	0.5680
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.3851	0.9997	0.3411	0.9651	0.2699	0.3680	0.5876	0.5269	0.8069	0.5335	0.4139
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9997	0.2931	0.7326	0.9785	0.7970	1.0000	0.7814	0.3244	0.8781	0.2148
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2586	0.9997	0.5755	0.7326	0.1839	0.5266	0.3177	0.4284	0.8745	0.1731	0.0000
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.9997	0.3997	1.0000	0.2375	0.2198	0.4279	0.4496	0.3178	0.3167	0.3939
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.9996	0.3197	0.7326	0.1839	0.3112	0.4297	0.7110	0.4696	0.7602	0.0770
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9996	0.4423	0.7326	0.2283	0.4708	0.4358	0.4224	0.8543	0.1611	0.1104
sample21_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.9995	0.3144	1.0000	0.1809	0.3010	0.4643	0.8158	0.6009	0.8642	0.0768
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2816	0.9994	0.4370	0.9651	0.2255	0.4594	0.4710	0.5794	0.8324	0.5364	0.3122
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.9996	0.1492	0.7326	0.3231	0.0279	0.7061	0.4376	0.0807	0.4199	0.5238
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.9996	0.2771	0.7326	0.2724	0.2208	0.6759	0.6840	0.1742	0.7345	0.3730
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.9996	0.2291	1.0000	0.2315	0.1980	0.5023	0.5817	0.3403	0.4474	0.5573
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.9996	0.7461	0.7326	0.4778	0.9518	0.7096	0.6161	0.3147	0.6693	0.1569
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3736	0.0000	0.3197	1.0000	0.2306	0.4645	0.5210	0.4196	0.8378	0.1477	0.4233
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9993	0.1705	1.0000	0.3269	0.1832	0.6720	0.3658	0.1032	0.1716	0.4000
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.9996	0.3144	1.0000	0.1875	0.3122	0.3853	0.6138	0.3896	0.3245	0.0661
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.9995	0.3144	1.0000	0.1837	0.3020	0.4220	0.7182	0.3537	0.7671	0.0765
