Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26
sample12_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9985	0.2106	0.2549	0.6395	0.4214	0.3934	0.4564	0.8392	0.5629	0.9060	0.5006
sample13_group1	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0281	0.2190	0.3605	0.2392	0.2995	0.2917	0.8935	0.7574	0.9261	0.4425
sample14_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0346	0.1691	0.3605	0.3102	0.2589	0.2665	0.9269	0.7934	0.9885	0.4125
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0513	0.4680	0.3605	0.2170	0.4365	0.4418	0.8545	0.5247	0.9190	0.3630
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0918	0.4911	0.3605	0.3380	0.5051	0.6089	0.8646	0.5420	0.9181	0.2019
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1004	0.2705	0.3605	0.4576	0.4365	0.7348	0.8587	0.4882	0.9190	0.1923
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0243	0.2178	0.4070	0.1599	0.2284	0.3684	0.9093	0.7090	0.9033	0.6408
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.9997	0.0383	0.2146	0.6395	0.1460	0.1777	0.3203	0.8642	0.6757	0.9302	0.5901
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.1139	0.0180	0.7326	0.3129	0.0254	0.6653	0.1709	0.0689	0.3908	0.4914
sample21_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.0697	0.1450	0.7326	0.3825	0.2284	0.5923	0.1288	0.3510	0.3524	0.4803
sample22_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.0340	0.2489	0.7326	0.4395	0.4365	0.7269	0.0489	0.4687	0.3926	0.5574
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0653	0.2464	0.7326	0.3686	0.1777	0.5891	0.0000	0.3665	0.4628	0.7537
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0275	0.1566	1.0000	0.2684	0.1904	0.4519	0.2794	0.0431	0.0000	0.2592
sample25_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0319	0.0087	1.0000	0.3171	0.0127	0.6198	0.1497	0.4291	0.4439	0.2327
sample26_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9993	0.1409	0.1339	0.7326	0.4771	0.1904	0.5191	0.9398	0.6730	0.9798	0.6672
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0405	0.0227	0.7326	0.3338	0.0279	0.4956	0.3649	0.2590	0.6910	0.7343
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9994	0.0724	0.5163	0.3372	0.3241	0.8223	0.3634	0.9245	0.6886	0.9572	0.4305
sample29_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9961	0.3634	0.0945	0.7326	0.4242	0.2208	0.5297	0.8434	0.5069	0.9004	0.6863
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0481	0.3589	0.7326	0.1530	0.4112	0.2327	0.4525	1.0000	0.1830	0.0000
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0643	0.2511	0.4070	0.2086	0.2386	0.5147	0.8928	0.4069	0.8914	0.4304
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.9995	0.0637	0.2721	0.0000	0.2935	0.5025	0.9346	0.9099	0.0000	0.9574	0.4783
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9998	0.0810	0.2758	1.0000	0.2128	0.2284	0.3992	0.3284	0.1386	0.1701	0.3573
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9991	0.1377	0.0913	0.7326	0.3171	0.3198	0.4854	0.4773	0.6979	0.6677	0.4341
sample35_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0756	0.2256	1.0000	0.1530	0.1878	0.3744	0.6821	0.3505	0.7631	0.5488
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0427	0.3127	0.7326	0.5424	0.5838	0.5292	0.4069	0.5020	0.8247	0.4998
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9999	0.1112	0.0104	0.3605	0.5769	0.0000	0.8975	0.8935	0.6101	0.9100	0.7075
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0605	0.3028	0.0000	0.0000	0.2056	0.0000	1.0000	0.7000	0.9963	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9931	1.0000	0.6786	0.0000	0.0000	0.3553	0.0000	1.0000	0.7000	0.9963	0.1139
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0853	0.1671	0.0000	0.0974	0.4112	0.3301	0.9306	0.1134	0.9633	0.0290
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0929	0.5273	0.7326	0.1113	0.4396	0.1151	0.3661	0.4906	0.4398	0.0825
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0972	0.0209	0.7326	0.3067	0.0279	0.7585	0.4827	0.1093	0.4890	0.3847
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0783	0.7987	0.3372	0.3727	1.0000	0.5390	0.8903	0.4584	0.9415	0.2339
sample8_group2	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0200	0.0783	0.7326	0.3658	0.0558	0.3364	0.7823	0.7980	0.7902	0.6341
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0853	0.2662	0.0000	0.1947	0.2056	0.6448	0.9381	0.2244	0.9683	0.4001
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0934	0.1566	0.0000	0.2448	0.1777	0.8098	0.9257	0.1152	0.9597	0.2945
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0761	0.2819	0.7326	0.3060	0.4391	0.4727	0.4929	0.3251	0.3573	0.5317
sample12_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0416	0.2297	1.0000	0.1502	0.4772	0.4242	0.8683	0.6476	0.9154	0.5710
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9997	0.0837	0.3341	0.9651	0.1989	0.3680	0.4406	0.5561	0.9266	0.5600	0.4179
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1004	0.2871	0.7326	0.9764	0.7970	1.0000	0.8246	0.3659	0.9216	0.2202
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.1021	0.5168	0.7326	0.7580	0.9213	0.8434	0.5518	0.0724	0.6860	0.1277
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.1107	0.5012	0.7326	0.5382	0.7995	0.7042	0.6177	0.3581	0.5203	0.2332
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9997	0.0394	0.3915	1.0000	0.1634	0.2198	0.2240	0.4744	0.3582	0.3324	0.3980
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0632	0.3393	0.7326	0.2508	0.2066	0.5761	0.4356	0.9236	0.1535	0.6128
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0529	0.3132	0.7326	0.1046	0.3112	0.2264	0.7503	0.5347	0.7979	0.0832
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0454	0.4333	0.7326	0.1533	0.4708	0.2347	0.4457	0.9817	0.1691	0.1164
sample21_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0653	0.3080	1.0000	0.1013	0.3010	0.2734	0.8609	0.6873	0.9070	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9994	0.0875	0.4281	0.9651	0.1502	0.4594	0.2825	0.6114	0.9563	0.5630	0.3169
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0783	0.1462	0.7326	0.2573	0.0279	0.6014	0.4618	0.0826	0.4407	0.5270
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0643	0.2715	0.7326	0.2017	0.2208	0.5603	0.7218	0.1913	0.7709	0.3773
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0659	0.2193	0.7326	0.1599	0.1954	0.2993	0.4599	0.3036	0.2027	0.5328
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0880	0.3132	1.0000	0.1558	0.4645	0.3503	0.4427	0.9626	0.1550	0.4272
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9993	0.1123	0.1671	1.0000	0.2615	0.1832	0.5550	0.3860	0.1088	0.1801	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0475	0.3080	1.0000	0.1085	0.3122	0.1662	0.6477	0.4416	0.3406	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0572	0.3080	0.7326	0.1113	0.3122	0.1211	0.5356	0.5089	0.3817	0.0696
sample30_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9995	0.0707	0.3080	1.0000	0.1043	0.3020	0.2160	0.7579	0.4000	0.8051	0.0827
