Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6049	0.9995	0.1098	0.2662	0.0000	0.3414	0.2056	0.7567	0.8890	0.1949	0.9397	0.4001
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7654	0.9997	0.1177	0.1566	0.0000	0.3999	0.1777	0.8814	0.8772	0.1000	0.9313	0.2945
sample13_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5494	0.9997	0.1009	0.2819	0.7326	0.4715	0.4391	0.6267	0.4671	0.2824	0.3468	0.5316
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.4136	0.9997	0.1083	0.3341	0.9651	0.3462	0.3680	0.6024	0.5269	0.8050	0.5434	0.4178
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9996	0.1261	0.5168	0.7326	1.0000	0.9213	0.9068	0.5229	0.0629	0.6657	0.1277
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9259	0.9997	0.1345	0.5012	0.7326	0.7430	0.7995	0.8016	0.5854	0.3111	0.5049	0.2332
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2778	0.9997	0.0688	0.5638	0.7326	0.2360	0.5266	0.3257	0.4284	0.8732	0.1763	0.0067
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4691	0.9997	0.0652	0.3915	1.0000	0.3048	0.2198	0.4387	0.4496	0.3112	0.3226	0.3980
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5802	0.9996	0.0883	0.3393	0.7326	0.4069	0.2066	0.7048	0.4128	0.8024	0.1490	0.6127
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3457	0.9996	0.0709	0.4333	0.7326	0.2929	0.4708	0.4468	0.4224	0.8529	0.1641	0.1164
sample21_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3519	0.9995	0.0904	0.3080	1.0000	0.2321	0.3010	0.4760	0.8158	0.5971	0.8801	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3025	0.9994	0.1119	0.4281	0.9651	0.2893	0.4594	0.4829	0.5794	0.8308	0.5463	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5864	0.9996	0.0893	0.2715	0.7326	0.3495	0.2208	0.6929	0.6840	0.1662	0.7480	0.3772
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4074	0.9996	0.0725	0.2245	1.0000	0.2970	0.1980	0.5149	0.5817	0.3340	0.4557	0.5603
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6358	0.9996	0.0725	0.7308	0.7326	0.6129	0.9518	0.7274	0.6161	0.3081	0.6817	0.1626
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4012	0.0000	0.1125	0.3132	1.0000	0.2958	0.4645	0.5341	0.4196	0.8363	0.1504	0.4271
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5494	0.9993	0.1361	0.1671	1.0000	0.4194	0.1832	0.6889	0.3658	0.0945	0.1747	0.4041
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.9996	0.0730	0.3080	1.0000	0.2405	0.3122	0.3950	0.6138	0.3837	0.3305	0.0724
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3210	0.9995	0.0825	0.3080	0.7326	0.2438	0.3122	0.3609	0.5076	0.4421	0.3703	0.0696
sample30_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3457	0.9995	0.0956	0.3080	1.0000	0.2356	0.3020	0.4326	0.7182	0.3475	0.7813	0.0827
