Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6552	0.0578	0.9532	0.7326	0.3294	0.2030	0.6351	0.1622	0.5501	0.4899	0.2762
sample12_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.0972	0.2697	1.0000	0.2724	0.2208	0.6616	0.5524	0.3850	0.7246	0.3801
sample13_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.1345	0.3291	0.6395	0.2762	0.3934	0.5295	0.7416	0.5008	0.8845	0.4564
sample14_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.1245	0.3081	0.6395	0.3738	0.4543	0.5593	0.7365	0.4973	0.8663	0.5356
sample15_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6034	0.2317	0.2549	0.6395	0.4727	0.3934	0.5993	0.7952	0.4939	0.8792	0.5005
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0799	0.2325	0.3605	0.2420	0.2589	0.4788	0.8432	0.6468	0.9012	0.6486
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3391	0.0541	0.2190	0.3605	0.3066	0.2995	0.4778	0.8468	0.6613	0.8987	0.4424
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.1245	0.2705	0.3605	0.5056	0.4365	0.8045	0.8137	0.4297	0.8918	0.1923
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0504	0.2178	0.4070	0.2344	0.2284	0.5344	0.8617	0.6197	0.8765	0.6407
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3851	0.0641	0.2146	0.6395	0.2217	0.1777	0.4989	0.8190	0.5910	0.9026	0.5900
sample21_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.0946	0.1450	0.7326	0.4372	0.2284	0.6994	0.1220	0.3116	0.3419	0.4803
sample22_group1	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.0599	0.2489	0.7326	0.4892	0.4365	0.7987	0.0463	0.4129	0.3809	0.5573
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.0904	0.2464	0.7326	0.4245	0.1777	0.6971	0.0000	0.3249	0.4491	0.7536
sample24_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.0536	0.1566	1.0000	0.3332	0.1904	0.5960	0.2647	0.0466	0.0000	0.2591
sample25_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.0872	0.0059	1.0000	0.3738	0.0152	0.7433	0.3782	0.0000	0.6034	0.3840
sample26_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.0836	0.2027	0.7326	0.4283	0.1904	0.6603	0.5504	0.4083	0.6342	0.5640
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7586	0.0662	0.0227	0.7326	0.3928	0.0279	0.6282	0.3458	0.2324	0.6705	0.7343
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.0972	0.5163	0.3372	0.3840	0.8223	0.5307	0.8761	0.6021	0.9289	0.4304
sample29_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7471	0.3805	0.0945	0.7326	0.4752	0.2208	0.6533	0.7992	0.4457	0.8738	0.6862
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3966	0.0736	0.3589	0.7326	0.2280	0.4112	0.4343	0.4288	0.8701	0.1776	0.0000
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5747	0.0888	0.2721	0.0000	0.3561	0.5025	0.9518	0.8623	0.0096	0.9290	0.4783
sample32_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6494	0.0147	0.2540	0.7326	0.3738	0.3122	0.6369	0.1494	0.1101	0.0138	0.7114
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.1056	0.2758	1.0000	0.2825	0.2284	0.5571	0.3112	0.1288	0.1651	0.3572
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.1608	0.0913	0.7326	0.3776	0.3198	0.6207	0.4523	0.6101	0.6479	0.4341
sample35_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.1004	0.2256	1.0000	0.2280	0.1878	0.5388	0.6464	0.3112	0.7405	0.5488
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.1576	0.2932	0.6395	0.3409	0.3909	0.5162	0.7035	0.4950	0.8721	0.5732
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8678	0.0000	0.0052	0.0000	0.3556	0.0000	0.9755	0.8642	0.0268	0.9300	0.2412
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.0857	0.3028	0.0000	0.0886	0.2056	0.2628	0.9476	0.6119	0.9668	0.1139
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.0646	0.1932	0.0000	0.1330	0.1777	0.3863	0.9453	0.5986	0.9600	0.1338
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1552	1.0000	0.6786	0.0000	0.0886	0.3553	0.2628	0.9476	0.6119	0.9668	0.1139
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.1098	0.1671	0.0000	0.1773	0.4112	0.5061	0.8819	0.1071	0.9348	0.0290
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.0867	0.3498	0.7326	0.2725	0.3815	0.6585	0.7037	0.5022	0.7865	0.4225
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.1214	0.0209	0.7326	0.3681	0.0279	0.8219	0.4575	0.1036	0.4746	0.3847
sample8_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.1482	0.1096	0.7326	0.6005	0.0571	0.8756	0.3929	0.7729	0.1285	0.2054
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.1030	0.7987	0.3372	0.4283	1.0000	0.6601	0.8437	0.4040	0.9136	0.2339
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.0462	0.0783	0.7326	0.4220	0.0558	0.5108	0.7414	0.6962	0.7668	0.6340
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.1177	0.1566	0.0000	0.3117	0.1777	0.8598	0.8772	0.1087	0.9313	0.2945
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.1009	0.2819	0.7326	0.3675	0.4391	0.6113	0.4671	0.2893	0.3468	0.5316
sample13_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0673	0.2297	1.0000	0.2255	0.4772	0.5755	0.8228	0.5668	0.8883	0.5709
sample14_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3851	0.1083	0.3341	0.9651	0.2699	0.3680	0.5876	0.5269	0.8069	0.5434	0.4178
sample15_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1245	0.2871	0.7326	0.9785	0.7970	1.0000	0.7814	0.3244	0.8943	0.2201
sample16_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9310	0.1261	0.5168	0.7326	0.7794	0.9213	0.8845	0.5229	0.0718	0.6657	0.1277
sample17_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8621	0.1345	0.5012	0.7326	0.5792	0.7995	0.7820	0.5854	0.3177	0.5049	0.2332
sample18_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.0652	0.3915	1.0000	0.2375	0.2198	0.4279	0.4496	0.3178	0.3226	0.3980
sample19_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5402	0.0883	0.3393	0.7326	0.3172	0.2066	0.6875	0.4128	0.8043	0.1490	0.6127
sample20_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3218	0.0709	0.4333	0.7326	0.2283	0.4708	0.4358	0.4224	0.8543	0.1641	0.1164
sample21_group2	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3276	0.0904	0.3080	1.0000	0.1809	0.3010	0.4643	0.8158	0.6009	0.8801	0.0830
sample22_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2816	0.1119	0.4281	0.9651	0.2255	0.4594	0.4710	0.5794	0.8324	0.5463	0.3168
sample23_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6724	0.1030	0.1462	0.7326	0.3231	0.0279	0.7061	0.4376	0.0807	0.4277	0.5270
sample24_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5460	0.0893	0.2715	0.7326	0.2724	0.2208	0.6759	0.6840	0.1742	0.7480	0.3772
sample25_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3793	0.0725	0.2245	1.0000	0.2315	0.1980	0.5023	0.5817	0.3403	0.4557	0.5603
sample26_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5920	0.0725	0.7308	0.7326	0.4778	0.9518	0.7096	0.6161	0.3147	0.6817	0.1626
sample27_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3678	0.0909	0.2193	0.7326	0.2344	0.1954	0.4834	0.4358	0.2708	0.1967	0.5327
sample28_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.1361	0.1671	1.0000	0.3269	0.1832	0.6720	0.3658	0.1032	0.1747	0.4041
sample29_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3103	0.0730	0.3080	1.0000	0.1875	0.3122	0.3853	0.6138	0.3896	0.3305	0.0724
sample30_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.0825	0.3080	0.7326	0.1900	0.3122	0.3520	0.5076	0.4474	0.3703	0.0696
